id,xd_id,pref_name_for_society,glottocode,ORIG_name_and_ID_in_this_dataset,alt_names_by_society,main_focal_year,HRAF_name_ID,HRAF_link,origLat,origLong,Lat,Long,Comment,glottocode_comment
Af31,xd210,Koro,ashe1269,Koro (Af31),,1960,,,18,8,18,8,Original,
Af32,xd211,Egba,egba1238,Egba (Af32),,1920,Yoruba (FF62),http://ehrafworldcultures.yale.edu/collection?owc=FF62,7,3,7,3,Original,
Af33,xd212,Ekiti,ekit1244,Ekiti (Af33),,1950,Yoruba (FF62),http://ehrafworldcultures.yale.edu/collection?owc=FF62,8,5,8,5,Original,
Af34,xd213,Ife,ifee1241,Ife (Af34),,1930,Yoruba (FF62),http://ehrafworldcultures.yale.edu/collection?owc=FF62,7,5,7,5,Original,
Af35,xd214,Adangme,adan1247,Adangme (Af35),Adampe,1940,,,6,0,6,0,Original,
Af36,xd215,Ewe,aguu1242,Ewe (Af36),,1900,,,7,1,7,1,Original,
Af37,xd216,Buem,siwu1238,Buem (Af37),,1900,,,3,1,7.22,0.46,Revised,"Note 8Feb2018: HH notes that ""Buem"" may not be an appropriate name for the group (""HH: Buem (the name) usually refers to Lelemi [lef], I don't know the refs but if they refer to Siwu, it's not clear why the name Buem is used as the name for this society.""). Indeed, focus is ""Akpafu"", which is a Siwu speaking group. KK suggests considering renaming group to ""Mawu"" -- see next: From Wikipedia (appears to be reliable, based on additional reading by KK): ""The speakers of Siwu call themselves the ""Mawu"". Siwu is spoken in a total of eight villages scattered about in the mountains north of Hohoe. [The land is divided into] Akpafu (West) [akpa1243] and Lolobi (East) [lolo1260], corresponding to a dialectal division. [...] Within the Ghana-Togo Mountain Languages, the closest relatives of Siwu are Lεlεmi (Buem), Sεlε (Santrokofi), and Sεkpεlε (Likpe); with Siwu, these languages form a group that has been called the Buem group (Heine 1969). (https://en.wikipedia.org/wiki/Siwu_language)."""
Af38,xd217,Abron,abro1238,Abron (Af38),Brong,1900,,,5,-3,7.53,-2.15,Revised,
Af39,xd218,Anyi,anyi1245,Anyi (Af39),,1900,,,7,-4,7,-4,Original,
Af4,xd219,Yako,loka1252,Yako (Af4),,1930,,,6,8,6,8,Original,
Ab20,xd22,Ngumbi,nkhu1238,Ngumbi (Ab20),"Bangumbi, Humbe, Khumbi, Nkumbe, Ovakumbe, Vankumbe",1880,,,-15,15,-15,15,Original,
Af40,xd220,Assini,abur1243,Assini (Af40),Issinese,1890,,,5,-4,5.27,-3.58,Revised,
Af41,xd221,Attie,atti1239,Attie (Af41),,1890,,,6,-4,6,-4,Original,
Af42,xd222,Fante,fant1241,Fanti (Af42),Fanti,1900,Twi (FE12),http://ehrafworldcultures.yale.edu/collection?owc=FE12,6,-1,6,-1,Original,
Af43,xd223,Ga,gaaa1244,Ga (Af43),,1930,,,6,0,6,0,Original,
Af44,xd224,Alagya,alla1248,Alagya (Af44),Jackjack,1900,,,5,-4,5.22,-4.42,Revised,
Af45,xd225,Avikam,avik1243,Avikam (Af45),"Brignan, Kwakwa",1900,,,5,-5,5.15,-5.25,Revised,
Af46,xd226,Bakwe,bakw1243,Bakwe (Af46),,1900,,,5,-7,5,-7,Original,
Af47,xd227,Krahn,west2488,Kran (Af47),"Kran, Bush Kru",1940,,,6,-8,6,-8,Original,
Af48,xd228,Kru,klao1243,Kru (Af48),Krao,1850,,,5,-9,5,-9,Original,
Af49,xd229,Sapo,sapo1251,Sapo (Af49),"Pahn, Sapahn",1940,,,6,-9,6,-9,Original,
Ab21a,xd23,Kisama,sama1300,Kisama (Ab21a),"Cisama, Quissama",1930,,,-10,14,-10,14,Original,
Af5,xd230,Mende,mend1266,Mende (Af5),,1930,Mende (FC07),http://ehrafworldcultures.yale.edu/collection?owc=FC07,8,-11,8,-11,Original,
Af50,xd231,Dan,gwee1242,Dan (Af50),,1920,,,8,8,8,8,Original,
Af51,xd232,Gagu,gagu1242,Gagu (Af51),Gban,1920,,,7,-6,7,-6,Original,
Af52,xd233,Guro,guro1248,Guro (Af52),,1920,,,7,-6,7,-6,Original,
Af53,xd234,Tura,tour1242,Tura (Af53),Wen,1950,,,8,-7,8,-7,Original,
Af54,xd235,Gbande,band1352,Gbande (Af54),,1930,,,8,-10,8,-10,Original,
Af55,xd236,Gola,gola1255,Gola (Af55),,1950,,,7,-11,7,-11,Original,
Af56,xd237,Ngere,dann1241,Ngere (Af56),Guere,1930,,,7,-8,7,-8,Original,
Af57,xd238,Temne,timn1235,Temne (Af57),Time,1910,,,8,-13,8.46,-12.64,Revised,
Af58,xd239,Vai,vaii1241,Vai (Af58),Gallina,1900,,,7,-12,6.89,-11.2,Revised,
Ab21b,xd24,Bomvana,bomv1238,Bomvana (Ab21b),,1925,,,-32,28,-32,28,Original,
Af6,xd240,Oyo Yoruba,ilaa1245,Oyo Yoruba (Af6),,1950,Yoruba (FF62),http://ehrafworldcultures.yale.edu/collection?owc=FF62,8,4,8,4,Original,
Af7,xd241,Bete,dalo1238,Bete (Af7),,1950,,,6,-7,6,-7,Original,Note 8Feb2018: Changed based on note from HH: Bete of Hallouin and Paulme is Bété-Daloa [bev]
Af8,xd242,Nupe,nupe1254,Nupe (Af8),,1930,Nupe (FF52),http://ehrafworldcultures.yale.edu/collection?owc=FF52,9,6,9,6,Original,
Af9,xd243,Baule,baou1238,Baule (Af9),,1900,,,8,-5,8,-5,Original,
Ag1,xd244,Bambara,bamb1269,Bambara (Ag1),Bamana,1920,Bambara (FA08),http://ehrafworldcultures.yale.edu/collection?owc=FA08,13,-7,13,-7,Original,
Ag10,xd245,Konkomba,konk1269,Konkomba (Ag10),"Bekpokpak, Konko, Kpankpam, Lekpokpam, Pangpana, Tyopo",1940,,,10,0,10,0,Original,
Ag11,xd246,Lobi,lobi1245,Lobi (Ag11),,1910,,,10,-4,10,-4,Original,
Ag12,xd247,Nankanse,nank1249,Nankanse (Ag12),Nankana,1910,,,10,-1,10,-1,Original,
Ag13,xd248,Kasena,kase1253,Kasena (Ag13),"Kasem, Kasuna",1910,,,11,-1,11,-1,Original,
Ag14,xd249,Baga,mbul1258,Baga (Ag14),,1950,,,10,-14,10,-14,Original,"Note 8Feb2018: Glottocode changed to mbul1258 [mbv] based on note from HH: Paulme deals with Baga Sitemou = Baga Sitemu[bsp] and Baga Foré = Mbulungish [mbv] rather than Baga Koga. KK: In fact, these two languages are not sisters. However, a third reference refers to Nalu (nalu1240/[naj]) which IS a sister to mbv. THerefore, mbv was selected over bsp. [ALSO note that some references appear to refer to ""Baga Dörbed"" (Kalmyk), a Mongol people, and need to be re-assigned to society ""Kalmyk"" (aberle1953; krader1963; vladimirtsov1948). "
Ab22,xd25,Chopi,copi1238,Chopi (Ab22),Vachopi,1920,,,-25,35,-24.76,34.47,Revised,
Ag15,xd250,Balanta,bala1301,Balante (Ag15),Balante,1930,,,12,-16,12,-16,Original,
Ag16,xd251,Banyun,bain1259,Banyune (Ag16),"Bainuk, Banhun, Banyune",1930,,,12,-16,12,-16,Original,
Ag17,xd252,Biafada,biaf1240,Biafada (Ag17),,1940,,,12,-15,12,-15,Original,
Ag18,xd253,Bijogo,bidy1244,Bijogo (Ag18),Bijago,1930,,,11,-16,11.1,-16.15,Revised,
Ag19,xd254,Diola,ejam1238,Diola (Ag19),,1930,,,12,-17,12.88,-16.19,Revised,Note 8Feb2018: Changed based on note from HH: Cunha Taborde deals with Jola-Felupe [eja] rather than Diola-Fonyi
Ag2,xd255,Mossi (Yatenga),moss1236,Yatenga (Ag2),"Yatenga, Massi, Moshi, Mossi",1950,Mossi (FA28),http://ehrafworldcultures.yale.edu/collection?owc=FA28,13,-2,13,-2,Original,"I think this should be the ""Ouahigouya"" dialect of Mossi (mos), though there is no such dialect in Glottolog."
Ag20,xd256,Papel,pape1239,Pepel (Ag20),Pepel,1930,,,12,-16,12,-16,Original,
Ag21,xd257,Bassari,bass1258,Bassari (Ag21),Biyan,1910,,,12,-13,12,-13,Original,
Ag22,xd258,Serer,sere1260,Serer (Ag22),Kegueme,1920,,,14,-12,14,-12,Original,
Ag23,xd259,Kasonke,xaas1235,Kasonke (Ag23),,1910,,,13,-11,13,-11,Original,
Ab3,xd26,Lozi,lozi1239,Lozi (Ab3),,1890,Lozi (FQ09),http://ehrafworldcultures.yale.edu/collection?owc=FQ09,-15,23,-15,23,Original,
Ag24,xd260,Koranko,kura1250,Koranko (Ag24),,1910,,,9,-11,9,-11,Original,
Ag25,xd261,Soninke,soni1259,Soninke (Ag25),Sarakole,1900,,,15,10,15,10,Original,
Ag26,xd262,Susu,susu1250,Susu (Ag26),Soso,1930,,,15,-13,15,-13,Original,
Ag27,xd263,Diula,dyul1238,Diula (Ag27),Dyoura,1910,,,9,-4,9,-4,Original,
Ag28,xd264,Nononke,jena1242,Nono (Ag28),"Nono, Marka, Marka-Dafing, Dafi",1930,,,14,-4,14,-4,Original,
Ag29,xd265,Samo,sout2844,Samo (Ag29),Samako,1910,,,13,-3,13,-3,Original,
Ag3,xd266,Dogon,bank1259,Dogon (Ag3),"Dagom, Habbe, Kado, Tombo",1930,Dogon (FA16),http://ehrafworldcultures.yale.edu/collection?owc=FA16,15,-3,15,-3,Original,
Ag30,xd267,Bobo,nort2819,Bobo (Ag30),,1910,,,13,-4,13,-4,Original,
Ag31,xd268,Minianka,mama1271,Minianka (Ag31),,1910,,,12,-6,12,-6,Original,
Ag32,xd269,Senufo,ceba1235,Senufo (Ag32),"Sene, Siena",1900,,,10,-6,10,-6,Original,
Ab4,xd27,Tsonga,tson1249,Thonga (Ab4),"Thonga, Tonga, Vatsonga",1920,Tsonga (FT06),http://ehrafworldcultures.yale.edu/collection?owc=FT06,-24,32,-24,32,Original,
Ag33,xd270,Dyan,dyan1251,Dian (Ag33),"Dian, Dya",1920,,,11,-3,11,-3,Original,
Ag34,xd271,Dorosie,dogo1295,Dorosie (Ag34),Dorho,1930,,,11,-4,11,-4,Original,
Ag35,xd272,Kulango,boun1243,Kulango (Ag35),Parkhalla,1910,,,7,-3,7,-3,Original,
Ag36,xd273,Lowiili,sout2790,Lowiili (Ag36),,1950,,,11,-3,11,-3,Original,Note 8Feb2018: Changed based on note from HH: LoWiili or Goody is Birifor-Southern [biv]
Ag37,xd274,Awuna,awun1244,Awuna (Ag37),"Atyulo, Frafra, Kassonfra, Yulu",1910,,,11,-2,11,-2,Original,
Ag38,xd275,Builsa,buli1254,Builsa (Ag38),"Bura, Kanjaga",1910,,,11,-2,11,-2,Original,
Ag39,xd276,Dagara,sout2789,Dagari (Ag39),"Dagari, Dagaba",1910,,,11,-3,11,-3,Original,
Ag4,xd277,Tallensi,taln1239,Tallensi (Ag4),,1930,Tallensi (FE11),http://ehrafworldcultures.yale.edu/collection?owc=FE11,11,-1,11,-1,Original,
Ag40,xd278,Isala,tumu1242,Isala (Ag40),"Debe, Gelebagu, Hisala, Pasala",1910,,,10,-2,10,-2,Original,
Ag41,xd279,Kusasi,kusa1250,Kusasi (Ag41),Kusal,1920,,,11,0,11,0,Original,
Ab5,xd28,Mbundu,umbu1257,Mbundu (Ab5),"Banano, Mbari, Nano, Ovimbundu",1930,Mbundu (FP13),http://ehrafworldcultures.yale.edu/collection?owc=FP13,-12,16,-12,16,Original,
Ag42,xd280,Nunuma,sout2795,Nunuma (Ag42),Gurunsi,1910,,,12,-3,12,-3,Original,
Ag43,xd281,Vagala,vagl1239,Vagala (Ag43),Siti,1920,,,8,-2,8,-2,Original,
Ag44,xd282,Dagomba,dagb1246,Dagomba (Ag44),Dagbamba,1910,,,9,0,9,0,Original,
Ag45,xd283,Gurma,gour1243,Gurma (Ag45),"bigourmantcheba, Gourmantche",1930,,,12,2,12,2,Original,
Ag46,xd284,Manprusi,mamp1244,Manprusi (Ag46),Mampelle,1920,,,10,-1,10,-1,Original,
Ag47,xd285,Mossi (Ouagadougou),moss1236,Mossi Ouagadou (Ag47),"Mossi Ouagadou, Massi, Moshi",1900,Mossi (FA28),http://ehrafworldcultures.yale.edu/collection?owc=FA28,12,-2,12,-2,Original,
Ag48,xd286,Basari,ntch1242,Basari (Ag48),,1890,,,9,1,9,1,Original,
Ag49,xd287,Kabre,kabi1261,Kabre (Ag49),"Bekaburum, Kabure",1930,,,10,2,10,2,Original,
Ag5,xd288,Birifor,sout2790,Birifor (Ag5),Birifon,1930,,,10,-3,10,-3,Original,
Ag50,xd289,Moba,moba1244,Moba (Ag50),"Bmoba, Moab",1910,,,11,1,11,1,Original,
Ab6,xd29,Venda,vend1245,Venda (Ab6),"Bavenda, Bawenda",1900,,,-23,30,-23,30,Original,
Ag51,xd290,Somba,dita1238,Somba (Ag51),"Betammadibe, Tamprusi",1940,,,11,1,11,1,Original,
Ag52,xd291,Tem,temm1241,Tem (Ag52),"Chancho, Kotokoli",1950,,,11,1,11,1,Original,
Ag53,xd292,Bisa,biss1248,Bisa (Ag53),Busanse,1960,,,12,0,12,0,Original,
Ag54,xd293,Yalunka,yalu1240,Yalunka (Ag54),Dialonke,1910,,,10,-12,10,-12,Original,
Ag6,xd294,Futajalonke,pula1262,Futajalonke (Ag6),Foutadjallonke,1890,,,11,-13,11,-13,Original,
Ag7,xd295,Bozo,tiey1235,Bozo (Ag7),,1930,,,14,-5,14,-5,Original,
Ag8,xd296,Coniagui,wame1240,Coniagui (Ag8),"Awunlen, Koniagi",1910,,,13,-13,13,-13,Original,
Ag9,xd297,Malinke,kita1249,Malinke (Ag9),"Mandingo, Wangara",1930,,,11,-9,11,-9,Original,"Note 8Feb2018: Glottocode changed to kita1249 [mwk], which is hte focus of Sidibe's work, and also has ""Central Malinke"" listed as an alternative language name. Another reference for this society is focused (according to HH's notes on the closely related [mnk], but whether it also touches on mwk, and/or might have been used for context/depth, should be verified."
Ah1,xd298,Katab,kata1265,Katab (Ah1),,1930,Katab (FF38),http://ehrafworldcultures.yale.edu/collection?owc=FF38,10,8,10,8,Original,
Ah10,xd299,Chawai,atsa1241,Chawai (Ah10),Atsam,1920,,,10,9,10,9,Original,
Aa3,xd3,Nama,nama1265,Nama Hottentot (Aa3),"Khoekhoe, Namaqua, Nama Hottentot",1840,Khoi (FX13),http://ehrafworldcultures.yale.edu/collection?owc=FX13,-26,18,-26,18,Original,
Ab7,xd30,Nyaneka,nyan1305,Nyaneka (Ab7),"Banianeka, Munyaneka, Ovanyaneka, Vanyaneka",1920,,,-15,14,-15,14,Original,
Ah11,xd300,Basa,basa1282,Basa (Ah11),Bassa,1950,,,8,8,8,8,Original,
Ah12,xd301,Basakomo,basa1282,Basakomo (Ah12),Bassa-Komo,1920,,,8,7,8,7,Original,
Ah13,xd302,Dakakari,clel1238,Dakakari (Ah13),,1930,,,12,5,12,5,Original,
Ah14,xd303,Kamuku,cind1241,Kamuku (Ah14),,1920,,,11,6,11,6,Original,
Ah15,xd304,Reshe,resh1242,Reshe (Ah15),"Bareshe, Gungawa, Yauri",1920,,,11,5,11,5,Original,
Ah16,xd305,Angas,ngas1240,Angas (Ah16),,1900,,,9,9,9,9,Original,
Ah17,xd306,Birom,bero1242,Birom (Ah17),"Burum, Kibo",1930,,,10,9,10,9,Original,
Ah18,xd307,Burmawa,bogh1241,Borrom (Ah18),Borrom,1930,,,10,10,10,10,Original,
Ah19,xd308,Adara,kada1284,Kadara (Ah19),Kadara,1930,,,10,8,10,8,Original,
Ah2,xd309,Jukun,juku1254,Jukun (Ah2),Juko,1920,,,8,10,8,10,Original,
Ab8,xd31,Sotho,sout2807,Sotho (Ab8),Basuto,1860,,,-29,28,-29,28,Original,
Ah20,xd310,Kagoro,kago1246,Kagoro (Ah20),,1920,Katab (FF38),http://ehrafworldcultures.yale.edu/collection?owc=FF38,10,8,10,8,Original,
Ah21,xd311,Kurama,kura1249,Kurama (Ah21),,1920,,,10,9,10,9,Original,
Ah22,xd312,Yergum,taro1263,Yergum (Ah22),,1900,,,9,10,9,10,Original,
Ah23,xd313,Jibu,jibu1239,Jibu (Ah23),Jubu,1920,,,8,11,8,11,Original,
Ah24,xd314,Kentu,etky1238,Kentu (Ah24),,1920,,,7,10,7,10,Original,
Ah25,xd315,Tigon,tigo1236,Tigon (Ah25),"Tukum, Thgon",1920,,,17,11,17,11,Original,
Ah26,xd316,Ndoro,ndoo1241,Ndoro (Ah26),,1920,,,7,11,7,11,Original,
Ah27,xd317,Zuande,bita1251,Zuande (Ah27),"Bitare, Yukutare",1920,,,7,11,7,11,Original,
Ah28,xd318,Chamba,samb1305,Chamba (Ah28),Tsamba,1920,,,8,11,8,11,Original,
Ah29,xd319,Daka,samb1311,Daka (Ah29),Dekka,1920,,,8,11,8,11,Original,
Ab9,xd32,Ndebele,nort2795,Ndebele (Ab9),"Amandebele, Matabele",1870,,,-20,28,-20,28,Original,
Ah3,xd320,Tiv,tivv1240,Tiv (Ah3),Munshi,1920,Tiv (FF57),http://ehrafworldcultures.yale.edu/collection?owc=FF57,7,9,7,9,Original,
Ah30,xd321,Longuda,long1389,Longuda (Ah30),Nunguda,1920,,,10,12,10,12,Original,
Ah31,xd322,Mumuye,nucl1240,Mumuye (Ah31),,1910,,,9,12,9,12,Original,
Ah32,xd323,Vere,momj1237,Vere (Ah32),Were,1920,,,9,13,9,13,Original,
Ah33,xd324,Yungur,bena1260,Yungur (Ah33),Binna,1920,,,10,12,10,12,Original,Note 8Feb2018: HH: Yungur usually refers to Bena [yun] rather than its sister Voro [vor].
Ah34,xd325,Bata,bata1314,Bata (Ah34),,1920,,,10,13,10,13,Original,
Ah35,xd326,Bura,bura1292,Bura (Ah35),,1920,,,10,12,10,12,Original,
Ah36,xd327,Gude,gude1246,Gude (Ah36),Cheke,1920,,,10,13,10,13,Original,
Ah37,xd328,Hwana,hwan1240,Hona (Ah37),Hona,1920,,,10,13,10,13,Original,
Ah38,xd329,Kapsiki,psik1239,Kapsiki (Ah38),"Hiji, Hill Margi",1930,,,11,14,11,14,Original,
Ac1,xd33,Ila,ilaa1246,Ila (Ac1),Baila,1920,Ila (FQ06),http://ehrafworldcultures.yale.edu/collection?owc=FQ06,-16,27,-16,27,Original,
Ah39,xd330,Podokwo,park1239,Podokwo (Ah39),Podogo,1950,,,11,14,11,14,Original,
Ah4,xd331,Mambila,came1252,Mambila (Ah4),Torbi,1920,,,7,12,7,12,Original,
Ah5,xd332,Margi,marg1265,Margi (Ah5),Marghi,1930,,,11,13,11,13,Original,
Ah6,xd333,Gure,gbir1241,Gure (Ah6),Agbiri,1920,,,10,8,10,8,Original,
Ah7,xd334,Mafa,mafa1239,Matakam (Ah7),Matakam,1940,,,11,14,11,14,Original,
Ah8,xd335,Bafute,vute1244,Wute (Ah8),"Wute, Bafute, Bute, Mfute",1910,,,6,12,6,12,Original,
Ah9,xd336,Anaguta,igut1238,Anaguta (Ah9),Naguta,1920,,,10,9,10,9,Original,
Ai1,xd337,Banda,west2458,Banda (Ai1),,1920,,,7,22,7,22,Original,
Ai10,xd338,Otoro,otor1240,Otoro (Ai10),"Otoro Nuba, Nuba",1940,,,12,31,12,31,Original,
Ai11,xd339,Mangbetu,nucl1420,Mangbetu (Ai11),Monbuttu,1900,,,3,28,3,28,Original,
Ac10,xd34,Chewa,chew1246,Chewa (Ac10),"Achewa, Cewa, Sheva",1920,,,-14,33,-14,33,Original,
Ai12,xd340,Fali,sout2782,Fali (Ai12),,1950,,,10,14,10,14,Original,Note 8Feb2018: Changed based on note from HH: Fali of Malzy is Fali from Tingelin = South Fali [fal]
Ai13,xd341,Laka,laka1254,Laka (Ai13),,1920,,,8,16,8,16,Original,"Note 8Feb2018: Changed based on note from HH: Lakka of Tessmann refers to the Sara language Laka [lap] in Tchad/CAR, not Nigeria!"
Ai14,xd342,Mbum,mbum1254,Mbum (Ai14),,1920,,,7,14,7,14,Original,
Ai15,xd343,Mundang,mund1325,Mundang (Ai15),Moundan,1900,,,10,14,10,14,Original,
Ai16,xd344,Namshi,doya1240,Namshi (Ai16),Doayo,1910,,,9,13,9,13,Original,
Ai17,xd345,Gisiga,sout3051,Gisiga (Ai17),Guissiga,1930,,,10,14,10,14,Original,
Ai18,xd346,Kotoko,lagw1237,Kotoko (Ai18),"Logone, Makari",1880,,,12,15,12,15,Original,
Ai19,xd347,Musgu,musg1254,Musgu (Ai19),Muzuk,1910,,,11,15,11,15,Original,
Ai2,xd348,Nyaro,kooo1244,Nyaro (Ai2),,1940,,,11,31,11,31,Original,
Ai20,xd349,Tupuri,tupu1244,Tuburi (Ai20),"Tuburi, Toupouri",1910,,,10,15,10,15,Original,
Ac11,xd35,Luvale,luva1239,Luvale (Ac11),"Aluena, Balovale, Lobare, Luena",1930,,,-12,22,-12,22,Original,
Ai21,xd350,Bagirmi,bagi1246,Bagirmi (Ai21),,1880,,,11,17,11,17,Original,
Ai22,xd351,Sara,sarr1246,Sara (Ai22),,1890,,,9,18,9,18,Original,
Ai23,xd352,Bwaka,ngba1284,Bwaka (Ai23),"Gbwaka, Mbaka, Ngbaka",1920,,,3,19,3,19,Original,
Ai24,xd353,Mandja,manz1243,Mandja (Ai24),,1900,,,6,18,6,18,Original,
Ai25,xd354,Mbandja,mban1263,Mbandja (Ai25),Banza,1950,,,4,21,4,21,Original,
Ai26,xd355,Ngbandi,nort2774,Ngbandi (Ai26),"Gbandi, Mogwandi",1920,,,4,22,4,22,Original,
Ai27,xd356,Abarambo,bara1361,Abarambo (Ai27),,1890,,,4,27,4,27,Original,
Ai28,xd357,Popoi,popo1291,Popoi (Ai28),"Bagunda, Bapopoie",1910,,,2,26,2,26,Original,
Ai29,xd358,Lendu,lend1245,Lendu (Ai29),"Bale, Walega, Walendu",1920,,,2,30,2,30,Original,
Ai3,xd359,Azande,zand1248,Azande (Ai3),Niam-Niam,1920,Azande (FO07),http://ehrafworldcultures.yale.edu/collection?owc=FO07,5,27,5,27,Original,
Ac12,xd36,Chokwe,chok1245,Chokwe (Ac12),"Badjok, Kioko, Tsokwe",1920,,,-10,21,-10,21,Original,
Ai30,xd360,Lese,lese1243,Lese (Ai30),"Balese, Walese",1920,,,2,29,2,29,Original,
Ai31,xd361,Logo,logo1259,Logo (Ai31),,1920,,,3,30,3,30,Original,
Ai32,xd362,Lugbara,lugb1240,Lugbara (Ai32),Lugware,1920,,,3,32,3,32,Original,
Ai33,xd363,Madi,madi1260,Madi (Ai33),,1940,,,4,32,4,32,Original,
Ai34,xd364,Moru,moru1253,Moru (Ai34),,1880,,,5,30,5,30,Original,
Ai35,xd365,Bongo,bong1285,Bongo (Ai35),Dor,1870,,,7,29,7,29,Original,
Ai36,xd366,Jur,luwo1239,Jur (Ai36),"Gour, Jo-Luo",1920,,,8,28,8,28,Original,"Changed again on 09Nov2018: Further reading suggests this Luo speaking group from South Sudan should actually be matched to language luwo1239 ""Dhe Luo"", not to luok1236. See Tucker (1931) “The tribal confusion around Wau [Sudan]” (Sudan Notes and Records 14(1): 49-60 for further disambiguation. Note 8Feb2018: Changed based on note from HH: Crazzolara and Santandrea (and probably the others) is about the Nilotic Luo [luo] which is a completely different language than SBB Jur Modo [bex]"
Ai37,xd367,Koalib,koal1240,Koalib (Ai37),,1940,,,12,31,12,31,Original,
Ai38,xd368,Korongo,kron1241,Korongo (Ai38),,1930,,,10,30,10,30,Original,
Ai39,xd369,Mesakin,ngil1242,Mesakin (Ai39),,1940,,,11,30,11,30,Original,
Ac13,xd37,Tonga,tong1321,Lake Tonga (Ac13),"Lake Tonga, Batonga, Matoka",1950,Lakeshore Tonga (FR07),http://ehrafworldcultures.yale.edu/collection?owc=FR07,-12,34,-12,34,Original,
Ai4,xd370,Ingassana,gaam1241,Ingassana (Ai4),"Engassana, Metabe, Tabi",1920,,,11,34,11,34,Original,
Ai40,xd371,Moro,moro1285,Moro (Ai40),,1940,,,11,30,11,30,Original,
Ai41,xd372,Tira,tira1254,Tira (Ai41),,1930,,,11,30,11,30,Original,
Ai42,xd373,Tullishi,tuli1249,Tullishi (Ai42),,1940,,,12,29,12,29,Original,
Ai43,xd374,Nyimang,amas1236,Nyima (Ai43),"Nyima, Nyamang",1930,,,12,29,12,29,Original,
Ai44,xd375,Anuak,anua1242,Anuak (Ai44),Yambo,1920,,,8,34,8,34,Original,
Ai45,xd376,Meban,maba1273,Meban (Ai45),"Gura, Maban",1930,,,10,34,10,34,Original,
Ai46,xd377,Koma,komo1258,Koma (Ai46),"Gwama, Coma",1930,,,9,35,9,35,Original,
Ai47,xd378,Mao,hozo1236,Mao (Ai47),,1939,,,9,35,9,35,Original,
Ai5,xd379,Mamvu,mamv1243,Mamvu (Ai5),Mornvu,1920,,,3,29,3,29,Original,
Ac14,xd38,Bakongo,sans1272,Kongo (Ac14),Kongo,1900,,,-7,15,-7,15,Original,
Ai6,xd380,Shilluk,shil1265,Shilluk (Ai6),,1900,Shilluk (FJ23),http://ehrafworldcultures.yale.edu/collection?owc=FJ23,10,32,10,32,Original,
Ai7,xd381,Gbaya,nort2775,Baya (Ai7),"Baya, Baja",1910,,,6,16,6,16,Original,
Ai8,xd382,Dilling,dill1242,Dilling (Ai8),,1930,,,12,30,12,30,Original,
Ai9,xd383,Masa,masa1322,Masa (Ai9),Massa,1910,,,10,16,10,16,Original,
Aj1,xd384,Teso,teso1249,Teso (Aj1),"Bateso, Iteso, Kedi",1950,,,2,34,2,34,Original,
Aj10,xd385,Acholi,dhop1238,Acholi (Aj10),Acooli,1920,,,3,32,3,32,Original,
Aj11,xd386,Dinka,sout2832,Dinka (Aj11),Denkawi,1900,,,9,29,9,29,Original,"Note 8Feb2018: Glottocode left as sout2832, as most of the refs seem to refer to [dik]. Users should be aware that ethnographies relating to different Dinka languages are all listed as sources here, hopefully those not focused on the target group help provide context etc."
Aj12,xd387,Lotuko,otuh1238,Lotuko (Aj12),Latuka,1920,,,4,33,4,33,Original,
Aj13,xd388,Pojulu,poju1239,Fajulu (Aj13),Fajulu,1930,,,4,31,4,31,Original,
Aj14,xd389,Kakwa,kakw1240,Kakwa (Aj14),Kakuak,1931,,,4,31,4,31,Original,
Ac15,xd39,Mbala,mbal1257,Mbala (Ac15),"Ambala, Bambala",1900,,,-5,18,-5,18,Original,
Aj15,xd390,Kuku,kuku1285,Kuku (Aj15),,1900,,,4,32,4,32,Original,
Aj16,xd391,Mondari,mand1425,Mondari (Aj16),Mandari,1930,,,6,31,6,31,Original,
Aj17,xd392,Alur,alur1250,Alur (Aj17),"Aloro, Lur",1890,,,2,31,2,31,Original,
Aj18,xd393,Bodi,meen1242,Bodi (Aj18),,1950,,,5,35,5,35,Original,
Aj19,xd394,Didinga,didi1258,Didinga (Aj19),"Birra, Karoko, Toi",1920,,,4,34,4,34,Original,
Aj2,xd395,Maasi,masa1300,Masai (Aj2),Masai,1900,Masai (FL12),http://ehrafworldcultures.yale.edu/collection?owc=FL12,-2,36,-2,36,Original,
Aj20,xd396,Suri,suri1267,Suri (Aj20),"Churi, Kichepo, Thauk, Thuri",1940,,,6,35,6,35,Original,
Aj21,xd397,Jie,jiee1239,Jie (Aj21),,1930,,,3,34,3,34,Original,
Aj22,xd398,Labwor,labw1238,Labwor (Aj22),,1930,,,3,34,3,34,Original,
Aj23,xd399,Plains Suk,east2420,Plains Suk (Aj23),Pokot,1950,,,1,36,1,36,Original,
Aa4,xd4,Bergdama,dama1270,Bergdama (Aa4),"Hakouin, Mountain Damara",1920,,,-22,16,-22,16,Original,
Ac16,xd40,Mitsogho,tsog1243,Shogo (Ac16),"Shogo, Ashogo, Issogo, Mitsogo",1940,,,-1,12,-1,12,Original,
Aj24,xd400,Toposa,topo1242,Topotha (Aj24),"Topotha, Dabosa",1930,,,5,34,5,34,Original,
Aj25,xd401,Keyu,keiy1238,Keyu (Aj25),Elgeyu,1920,,,0,36,0,36,Original,
Aj26,xd402,Hill Suk,west2492,Hill Suk (Aj26),Pokot,1910,,,1,36,1,36,Original,
