id,key,citation
rigsby1963,"Rigsby, 1963","Rigsby, B. J. 1963. Personal communication."
rijek1937,"Rijek, 1937","Rijek, F. de. 1937. Les Lalia-Ngolu. Triat d'Union 6: 93-254. Anvers."
riley1954,"Riley, 1954","Riley, C. L. 1954. Notes on the Panare Indians of Venezuela. Pap. Kroeber Anth. Soc. 10: 10-24."
rink1877,"Rink, 1877","Rink, H. 1877. Danish Greenland: its people and its products. London."
rink1911,"Rink, 1911","Rink, H. 1911. The East Greenland Dialect. Medd. om Gronland 39: 203-223."
rister1955,"Rister, 1955","Rister, C. C. 1955. Comanche Bondage. Glendale."
rittih1870,"Rittih, 1870","Rittih, A. F. 1870. Materialy dlja etnografii Rossii. Kazanskaja gubernija (Materials for the Ethnography of Russia. Kazanskaja Guberia). Part. 2. Kazan."
rivers1906,"Rivers, 1906","Rivers, W. H. R. 1906. The Todas. London."
rivers1914a,"Rivers, 1914a","Rivers, W. H. R. 1914. The History of Melanesian Society 1: 20-176. Cambridge."
rivers1914b,"Rivers, 1914b","Rivers, W. H. R. 1914. The History of Melanesian Society. 2v. Cambridge."
rivers1926,"Rivers, 1926","Rivers, W. H. R. 1926. Psychology and Ethnology. London."
rivet190708,"Rivet, 1907-08","Rivet, P. 1907-08. Les Indiens Jibaros. L'Anthropologie 18: 333-368, 583-618; 19: 68-87, 235-259."
robbinsetal1916,"Robbins et al., 1916","Robbins, Wilfred William, John Peabody Harrington, and Barbara Freire-Marreco. 1-15. 1916. ""Ethnobotany of the Tewa Indians,"" U. S. Bureau of American Ethnology, Bulletin 55."
rober1928,"Rober, 1928","Rober, E. M. 1928. Tu Bedawie. Hartford."
robertsandkaplan1956,"Roberts and Kaplan, 1956","Roberts, C. F., and I. Kaplan, eds. 1956. North Borneo, Brunei, Sarawak. New Haven."
roberts1956,"Roberts, 1956","Roberts, J. M. 1956. Zuni Daily Life. New Haven University of Nebraska Laboratory of Anthropology Monographs, Note Book 3: i, 1-23. Lincoln."
robertsnd,"Roberts, nd","Roberts, J. M. n. d. Personal communication."
robertson1896,"Robertson, 1896","Robertson, G. S. 1896. The Kafirs of the Hindu-Kush. London."
robin1947,"Robin, 1947","Robin, J. 1947. Description de la province de Dosso. Bull. Inst. Franc. Afr. Noire 9: 56-98."
rochereau1919,"Rochereau, 1919","Rochereau, H. J. 1919. Les Indiens Tunebos et Pedrazas. Journ. Soc. Amer. Paris, n. s., 11: 513-524."
rochereau1961,"Rochereau, 1961","Rochereau, H. J. 1961. Los Tunebos. Rev. Colomb. Antr. 10: 371-20."
rockhill1895,"Rockhill, 1895","Rockhill, William W. 1895. Notes on the Ethnology of Tibet. Report of the U. S. National Museum for 1893. Washington: Smithsonian Institution. pp. 665-747."
rodale1948,"Rodale, 1948","Rodale, J. I. 1948. The Healthy Hunzas. Emmaus, Pa."
rodd1926,"Rodd, 1926","Rodd, F. R., 1926. People of the Veil. London."
rodnick1938,"Rodnick, 1938","Rodnick, D. 1938. The Fort Belknap Assiniboine of Montana. New Haven."
rogersandrogers1963,"Rogers and Rogers, 1963","Rogers, E. S. and J. H. Rogers. 1963. The Individual in Mistassini Society from Birth to Death. Bull. Nat. Mus. Canada 190: 14-36."
rogers1963a,"Rogers, 1963a","Rogers, E. S. 1963. The Hunting Group-Hunting Territory Complex Among the Mistassini Indians. Bull. Nat. Mus. Canada 195: 1-95."
rohner1965,"Rohner, 1965","Rohner, R. P. 1965. ""The people of Gilford: a contemporary Kwakiutl village,"" National Museum of Canada, Bulletin 225."
romain1955,"Romain, 1955","Romain, J. B. 1955. Quelques moeurs et coutumes des paysans haitians. These de Doctoral (typescript). Paris."
rombandeevaandkuzakova2000,"Rombandeeva and Kuzakova, 2000","Rombandeeva, E. I., and E. A. Kuzakova. 2000. Slovar' mansijsko-russkij i russko-mansijskij (Russian-Mansi and Mansi-Russian Dictionary). St. Petersburg."
romneyandepling1958,"Romney and Epling, 1958","Romney, A. K., and P. J. Epling. 1958. A Simplified Model of Kariera Kinship. Amer. Anth. 60: 59-74."
romneyandromney1963,"Romney and Romney, 1963","Romney, A. K., and R. Romney. 1963. The Mixtecans of Juxtlahuaca, Mexico. Six Cultures, ed. B. Whiting, pp. 541-692. New York."
romneynd,"Romney, nd","Romney, A. K. Pers. Comm. Kinship data."
ronnefeldt1935,"Ronnefeldt, 1935","Ronnefeldt, F. 1935. Die Heiratssitten der Vai. Zeits. Ethnol. 67: 317-321."
roquettepinto1935,"Roquette-Pinto, 1935","Roquette-Pinto, E. 1935. Rondonia. ed. Edit. Brasiliana 39: 1-401."
roscoe1911,"Roscoe, 1911","Roscoe, J. 1911. The Baganda. London."
roscoe1915,"Roscoe, 1915","Roscoe, John. 1915. The northern Bantu, Cambridge, University Press."
roscoe1923a,"Roscoe, 1923a","Roscoe, J. 1923. The Bakitara or Banyoro. Cambridge."
roscoe1923b,"Roscoe, 1923b","Roscoe, J. 1923. The Banyankole. Cambridge."
roscoe1924,"Roscoe, 1924","Roscoe, J. 1924. The Bagesu and Other Tribes in the Uganda Protectorate. Cambridge."
rose1960,"Rose, 1960","Rose, F. G. G. 1960. Classification of Kin, Age Structure and Marriage Among the Groote Eylandt Aborigines. Berlin."
rosen1924a,"Rosen, 1924a","Rosen, E. von. 1924. Ethnographical Research Work During the Swedish Cahco-Cordillera Expedition. Stockholm."
rosen1924b,"Rosen, 1924b","Rosen, E. von. 1924. Ethnographical Work During the Swedish Chaco-Cordillera Expedition 1901-1902. Stockholm."
ross1953,"Ross, 1953","Ross, G. K. 1953. Fijian Way of Life. Melbourne."
ross1968,"Ross, 1968","Ross, W. M. 1968. Kenya from Within: A Short Political History. London."
rostovtzeff1945,"Rostovtzeff, 1945","Rostovtzeff, M. I. 1945. A History of the Ancient World. Trans. J. D. Duff. Oxford."
roth1890,"Roth, 1890","Roth, H. L. 1890. The Aborigines of Tasmania. London."
roth1892,"Roth, 1892","Roth, H. L., ed. 1892. The Natives of Borneo. Journal of the Royal Anthropological Institute 21: 110-137."
roth1903,"Roth, 1903","Roth, H. L. 1903. Great Benin. Halifax."
roth1924,"Roth, 1924","Roth, W. E. 1924. An Introductory Study of the Arts, Crafts and Customs of the Guiana Indians. Annual Reports of the Bureau of American Ethnology 38: 25-720."
rouch1954,"Rouch, 1954","Rouch, J. 1954. Les Songhay. Paris."
rouch1960,"Rouch, 1960","Rouch, J. 1960. La Religion et la Magie Songhay. Paris."
rouet1907,"Rouet, 1907","Rouet, F. 1907. Les Tomas. Paris."
rouse1948a,"Rouse, 1948a","Rouse, I. 1948. The Arawak. Bull. Bur. Amer. Ethnol. 143: iv, 507-546."
rouse1948b,"Rouse, 1948b","Rouse, I. 1948. The Carib. Bulletins of the Bureau of American Ethnology 143: iv, 547-565."
routledgeandroutledge1910,"Routledge and Routledge, 1910","Routledge, W. S., and Routledge, K. 1910. With a Prehistoric People: The Akikuyu of British East Africa. London."
rowe1946,"Rowe, 1946","Rowe, J. H. 1946. Inca Culture at the Time of the Spanish Conquest. Bulletins of the Bureau of American Ethnology 143: ii, 183-330."
rowe1960,"Rowe, 1960","Rowe, W. L. 1960. The Marriage Network and Structure Change in a North Indian Community. Southwestern Journal of Anthropology 16:299-311."
rowling1930,"Rowling, 1930","Rowling, C. W. 1930. Marghi District Assessment. Unpublished Ms."
roy1915,"Roy, 1915","Roy, S. C. 1915. The Oraons. ""Man in India"" Office, Church Road Ranchi, India."
roy192425,"Roy, 1924-25","Roy, R. 1924-25. Notes sur les Banyabungu. Congo 5: ii, 327-347; 6: i, 83-108."
roy1951,"Roy, 1951","Roy, S. C. 1951. The Oraons of Chota Nagpur. Ranchi."
roy1960,"Roy, 1960","Roy, S. 1960. Aspects of Padam-Minyong Culture. Shillong."
roys1943,"Roys, 1943","Roys, R. L. 1943. The Indian Background of Colonial Yucatan. Carnegie nst. Wash. Publ. 548: 1-244."
roys1951,"Roys, 1951","Roys, Ralph L. 1951. The Indian Background of Colonial Yucatan. Washington D. C. : Carnegie Institution of Washington."
roys1957,"Roys, 1957","Roys, Ralph L. 1957. The Political Geography of the Yucatan Maya, Washington, D. C. : Carnegie Institution of Washington."
rudenko1925,"Rudenko, 1925","Rudenko, S. I. 1925. Bashkiry. Opyt etnologicheskoj monografii (The Bashkirs. An Ethnological Monograph). Vol. 2. Everyday Life of the Bashkir. Leningrad."
rudenko1953,"Rudenko, 1953","Rudenko, S. I. 1953. Bashkiry. Istoriko-etnograficheskie ocherki (The Bashkir. Historical and Ethnographic Essays). Moscow."
ruel1956,"Ruel, 1956","Ruel, M. J. 1956. The Family Structure of Banyang Society. Proc. Third Ann. Conf. W. Afr. Inst. Soc. Econ. Res., pp. 66-70. Ibadan."
ruey1955,"Ruey, 1955","Ruey, Yih-Fu. 1955. Ethnographical Investigation of Some Aspects of the Atayal. Bulletin, Department of Archaeology and Anthropology, National Taiwan University 5: 113-127."
ruey1960,"Ruey, 1960","Ruey, Y. F. 1960. The Magpie Miao of Southern Szechuan. Viking Fund Publ. Anth. 29: 143-155."
rueynd,"Ruey, nd","Ruey, Yih-Fu. n. d. The Atayal. Ms."
rupen1956,"Rupen, 1956","Rupen, R. A. 1956. General Character of the Society. Mongolian Peoples' Republic, ed. W. M. Ballis, v. 1, pp. 1-48. New Haven."
rusch1975,"Rusch, 1975","Rusch, W. 1975. Classes and State in Buganda before the Colonial Period. Berlin. (German)."
ruskinandruskin1928,"Ruskin and Ruskin, 1928","Ruskin, E. A., and L. Ruskin. 1928. Dictionary of the Lomongo Language. London."
russell1908,"Russell, 1908","Russell, F. 1908. The Pima Indians. Ann. Rep. Bur. Amer. Ethnol. 26: 3-390."
russell1942,"Russell, 1942","Russell, E. W. 1942. Rotuma, Its History, Traditions and Customs. Journ, Polyn. Soc. 51: 229-255."
rutt1964,"Rutt, 1964","Rutt, R. 1964. Korean Works and Days. Rutland."
rutter1929,"Rutter, 1929","Rutter, O. 1929. The Pagans of North Borneo. London. Staal, J. 1923-25. The Dusuns of North Borneo. Anthropos 18-19: 958-977; 20: 120-138, 929-951."
ryanetal194950,"Ryan et al., 1949-50","Ryan, B., C. Aruloragasam, and C. Bible. 1949-50. The Agricultural System of a Celon Jungle Village. Eastern Anthropologist 3:151-160."
ryan1953a,"Ryan, 1953a","Ryan, B. 1953. The Sinhalese Family System. Eastern Anth. 6: 143-163."
ryan1953b,"Ryan, 1953b","Ryan, B. 1953. Caste in Modern Ceylon. New Brunswick: Rutgers University Press."
ryan1958,"Ryan, 1958","Ryan, B. 1958. Sinhalese Village. Coral Gables."
saabye1818,"Saabye, 1818","Saabye, H. E. 1818. Greenland. London, Boosey & Sons."
sabatier1940,"Sabatier, 1940","Sabatier, L. 1940. Recueil des coutumes rhad‚es du Darlac. Hanoi."
saggs1962,"Saggs, 1962","Saggs, H. W. F. 1962. The Greatness that was Babylon. London."
saggs1965,"Saggs, 1965","Saggs, H. W. F. 1965. Everyday Life in Babylonia and Assyria. New York."
sahagun195057,"Sahagun, 1950-57","Sahagun, B. de. 1950-57. Florentine Codex: General History of the Things of New Spain. Translated from the original Aztec by A. J. O. Anderson and C. F. Dibble. Monographs of the School of American Research 14: pts. 2, 3, 4, 8, 9, 13, 14. Santa Fe."
said1903,"Said, 1903","Said, M. 1903. Les Touareg de la region de Tombouctou. Rev. Tunisienne 10: 34-49, 116-123, 209-214."
sainthilaire193033,"Saint-Hilaire, 1930-33","Saint-Hilaire, A. 1930-33. Voyages dans l'int‚rieur du Brésil. Paris."
saintpere1925,"Saint-Pere, 1925","Saint-Pere, J. H. 1925. Les Sarokolle du Guinimakha. Paris."
salesius1906,"Salesius, 1906",Salesius. 1906. Die Karolineninsel Jap. Berlin.
salim1962,"Salim, 1962","Salim, S. M. 1962. Marsh Dwellers of the Euphrates. London Sch. Econ. Monogr. Soc. Anth. 23: 1-157."
salisbury1956,"Salisbury, 1956","Salisbury, R. F. 1956. Asymmetrical Marriage Systems. Amer. Anth. 58: 639-655."
salisbury1962,"Salisbury, 1962","Salisbury, R. F. 1962. From Stone to Steel: Economic Consequences of a Technological Change in New Guinea. London and New York."
salmanovich1947,"Salmanovich, 1947","Salmanovich, M. Ja. 1947. Zhilishche korennogo naselenija MSSR (Houses of the Native Population of the MSSR [Moldovan Soviet Socialist Republic]). Sovetskaja etnografija 4:209-33."
salmon1953,"Salmon, 1953","Salmon, J. 1953. Le droit matrimonial des Warega. Bull, Jurisd. Indig. Droit Cout. Congol. 21: 121-128, 229-252."
salvy1951,"Salvy, 1951","Salvy, G. 1951. Les Kounta du sud marocain. Trav. Inst. Rech. Sahariennes 6: 161-186."
sandars1933,"Sandars, 1933","Sandars, G. E. R. 1933. The Bisharin. Sudan Notes and Rec. 16: 119-149."
sandars1935,"Sandars, 1935","Sandars, G. E. R. 1935. The Amarar. Sudan Notes Rec. 18: ii, 195-220."
sanders1949,"Sanders, 1949","Sanders, I. T. 1949. Balkan Village. Lexington."
sanderson1920,"Sanderson, 1920","Sanderson, M. 1920. Relationships Among the Wayao. Journ. Roy. Anth. Inst. 50: 369-376."
sanderson1923,"Sanderson, 1923","Sanderson, M. 1923. The Relationship System of the Wangonde and Wahenga Tribes. Journ. Roy. Anth. Inst. 53: 448-459."
sandin1968,"Sandin, 1968","Sandin, B. 1968. The Sea Dayaks of Borneo. East Lansing."
sangree1965,"Sangree, 1965","Sangree, W. H. 1965. The Bantu Tiriki of Western Kenya. Peoples of Africa, ed. J. L. Gibbs, pp. 41-79. New York."
santacruz1941,"Santa Cruz, 1941","Santa Cruz, A. 1941. Aspects of the Avunculate in Guajiro Culture. Primitive Man 14: 1-13."
santacruz1960,"Santa Cruz, 1960","Santa Cruz, A. 1960. Acquiring Status in Goajiro Society. Anthropological Quarterly 33: 115-127."
santandrea194445,"Santandrea, 1944-45","Santandrea, S. 1944-45. The Luo of the Bahr el Ghazal. Annali Lateranensi 8: 96-117; 9: 221-258."
santoslima1947,"Santos Lima, 1947","Santos Lima, A. J. 1947. Organizacao economica e social dos Bijagos. Cent. Estudos Guine Port. 2: 1-154."
sapirandspier1943,"Sapir and Spier, 1943","Sapir, E., and L. Spier. 1943. Notes on the Culture of the Yana. Anth Rec. 3: 239-298."
sapir1907,"Sapir, 1907","Sapir, E. 1907. Notes on the Takelma Indians of Southwestern Oregon. Amer. Anth. 9: 251-275."
sapir1918,"Sapir, 1918","Sapir, E. 1918. Yana Terms of Relationship. Univ. Calif. Publ. Amer. Arch. Ethn. 13: 153-173."
sarbah1897,"Sarbah, 1897","Sarbah, J. M. 1897. Fanti Customary Law."
sarfert1919,"Sarfert, 1919","Sarfert, E. 1919. Kusae. Ergebnisse der Sudsee-Expedition 1908-1910, ed. G Thilenius. 2v. Hamburg."
sarma1951,"Sarma, 1951","Sarma, J. 1951. Formal and Informal Relations in the Hindu Joint Family of Bengal. Man in India 31: 51-71."
sarr1973,"Sarr, 1973","Sarr, M. 1973. Le Songhay. Etudes maliennes 4: 1-74."
sarychev1806,"Sarychev, 1806","Sarychev, Gavriil A. 1806. Account of a Voyage of Discovery to the Northeast of Siberia, vol. 2. London."
sauer1802,"Sauer, 1802","Sauer, M. 1802. An Account of a Geographical and Astronomical Expedition to the Northern Parts of Russia. London."
savini1937,"Savini, 1937","Savini, M. 1937. Notes sur les populations namchi. Bull. Soc. Et. Camerounaises 2: 17-48."
sboevnd,"Sboev, nd","Sboev, V. A. n. d. Zametki o chuvashah (Notes on the Chuvash). N. P."
scaramucciandgiglioli1884,"Scaramucci and Giglioli, 1884","Scaramucci, F., and E. H. Giglioli. 1884. Notizie sui Danakil. Arch. Antr. Etnol. 14: 17-44."
schaedel1949,"Schaedel, 1949","Schaedel, R. P. 1949. The Karankawa of the Texas Gulf Coast. Southw. Journ. Anth. 5: 117-137."
schaegelen1938,"Schaegelen, 1938","Schaegelen, R. T. 1938. Le tribu des Wagogo. Anthropos 33: 195-217, 515-657."
schafer1935,"SchAfer, 1935","SchAfer, H. 1935. Nubisches Frauenleben. Mitteilungen des Seminars fur Orientalische Sprachen zu Berlin 38."
schapera1930,"Schapera, 1930","Schapera, I. 1930 The Khoisan peoples of South Africa, London. Routledge and Kegan Paul."
schapera1937,"Schapera, 1937","Schapera, Isaac, ed. 1937. The Bantu-speaking tribes of South Africa: an ethnographic survey. London, Routledge and Kegan Paul."
schapera1938,"Schapera, 1938","Schapera, I. 1938. Handbook of Tswana Law and Custom. London."
schapera1941,"Schapera, 1941","Schapera, I. 1941. Married Life in an African Tribe. New York."
schapera1950,"Schapera, 1950","Schapera, I. 1950. Kinship and Marriage Among the Tswana. African Systems of Kinship and Marriage, ed. Radcliff-Brown and Forde, pp. 140-165. London."
schapera1953,"Schapera, 1953","Schapera, I. 1953. The Tswana. London."
schapiro1960,"Schapiro, 1960","Schapiro, K. 1960. The Communist Party of the Soviet Union. London."
schebesta1926,"Schebesta, 1926","Schebesta, P. 1926. Zur Ethnographie der Asena am underen Sambesi. Biblioth. Afr. 2: 201-208. Innsbruck."
schebesta1927,"Schebesta, 1927","Schebesta, P. 1927. Among the Forest Dwarfs of Malaya. London."
schebesta1928,"Schebesta, 1928","Schebesta, P. 1928. Orang-Utan. Leipzig."
schebesta1934,"Schebesta, 1934","Schebesta, P. 1934. Vollblutneger und Halbzwerge. Leipzig."
schebesta1936,"Schebesta, 1936","Schebesta, P. 1936. My Pygmy and Negro Hosts. London. (Transl. of 1934. Vollblutneger und Halbzwerge. Leipzig. ) [focus on the Pygmy vassals of the Ilanga]."
schebesta195257,"Schebesta, 1952-57","Schebesta, P. 1952-57. Die Negrito Asiens. Studia Instituti Anthropos, vol. 6, i; 12, ii; 13, iii. Wien-Modling. Vienna."
scheerderandtastevin1950,"Scheerder and Tastevin, 1950",Scheerder and Tastevin. 1950. Les Wa lu guru. Anthropos 45:241-286.
scheffler1962,"Scheffler, 1962","Scheffler, H. W. 1962. Kindred and Kin Groups in Simbo Island Social Structure. Ethnology 1: 135-157."
scheffler1965,"Scheffler, 1965","Scheffler, H. W. 1965. Choiseul Island Social Structure. Berkeley and Los Angeles."
schmidt1905,"Schmidt, 1905","Schmidt, M. 1905. Indianerstudien in Zentralbrasilien. Berlin."
schmidt1914,"Schmidt, 1914","Schmidt, M. 1914. Die Paressi-Kabisi. Baessler-Arch. 4: 164-250."
schmidt1930,"Schmidt, 1930","Schmidt, M. 1930. Die Nama, Bergdama und Namib-Buschleute. Das Eingeborenenrecht, ed. Schultz-Ewerth and Adam 2: 269-397."
schmidt1942,"Schmidt, 1942","Schmidt, M. 1942. Resultados de mi tercera expedicion a los Guatos. Rev. Soc. Cient. Paraguay 5: vi, 41-75."
schmittandschmitt1953,"Schmitt and Schmitt, 1953","Schmitt, K., and I. O. Schmitt. 1953. Wichita Kinship Past and Present. Norman."
schmitt1952,"Schmitt, 1952","Schmitt, Karl. 1952. Wichita death customs. The Chronicles of Oklahoma 30: 200-206."
schmitz1960,"Schmitz, 1960","Schmitz, C. A. 1960. Beitrage zur Ethnographie des Wantoat Tales. Kolner Ethnol. Mitt. 1: 1-226."
schneiderandgough1961,"Schneider and Gough, 1961","Schneider, D. M., and K. Gough. 1961. Matrilineal Kinship, pp. 385-442. Berkeley and Los Angeles."
schneider1953,"Schneider, 1953","Schneider, D. M. 1953. Yap Kinship Terminology and Kin Groups. American Anthropologist 55: 215-236."
schneider1957a,"Schneider, 1957a","Schneider, H. K. 1957. Personal communication."
schneider1957b,"Schneider, 1957b","Schneider, H. K. 1957. The Subsistence Role of Cattle Among the Pakot. Amer. Anth. 59: 278-300."
schneider1957c,"Schneider, 1957c","Schneider. 1957. Political Organization, Supernatural Sanctions and the Punishment for Incest on Yap. American Anthropologist 59: 791-800."
schneider1962,"Schneider, 1962","Schneider, D. M. 1962. Double Descent on Yap. Journal of the Polynesian Society. 71: 1-24."
schneidernd,"Schneider, nd","Schneider, D. M. n. d. Unpublished field notes."
schoorl1957,"Schoorl, 1957","Schoorl, J. W. 1957. Kultuur en kulturveranderingen in het Moejoe-gebied. Leiden."
schpera1941,"Schpera, 1941","Schpera, Isaac. 1941. Married life in an African tribe. New York, Sheridan House."
schram1954,"Schram, 1954","Schram, L. M. J. 1954. The Monguors of the Kansu-Tibetan Border. Trans. Amer. Phil. Soc. n. s., 44: i, 1-138."
schrenck1881,"Schrenck, 1881","Schrenck, L. von. 1881. Reisen und Forschungen im Amur-Lande 3: Die Volker des Amur-Landes. St. Petersburg."
schuller1927,"Schuller, 1927","Schuller, R. 1927. The Native Country of the Maya-K'ice Indians. Amer. Anth. 19: 231-240."
schultze1907,"Schultze, 1907","Schultze, L. 1907. Aus Namaland und Kalahari. Jena."
schultze1913,"Schultze, 1913","Schultze, A. 1913. The Sultanate of Bornu, ed. P. A. Benton. London."
schultzejena1933,"Schultze-Jena, 1933","Schultze-Jena, L. 1933. Indiana I: Leben, Glaube und Sprache der Quiche von Guatemala. Jena."
schumacher1949,"Schumacher, 1949","Schumacher, P. 1949. Die physischen und soziale Umwelt der Kivu-Pygmaen. Mem. Inst. Roy. Colon. Belge, Sect. Sci. Mor. Polit. 3: 1-509."
schurmann1962,"Schurmann, 1962","Schurmann, H. F. 1962. The Mongols of Afganistan. 's-Gravenhage."
schuster1914,"Schuster, 1914","Schuster, F. 1914. Die sozialen Verhaltnisse des Banjange-Stammes. Antrhopos 9: 948-955."
schwab1947,"Schwab, 1947","Schwab, G. 1947. Tribes of the Liberian Hinterland. Pap. Peabody Mus. Amer. Arch. Ethn., Harvard Univ. 31: 1-526."
schwab1955,"Schwab, 1955","Schwab, W. B. 1955. Kinship and Lineage Among the Yoruba. Africa 25: 352-374."
schwartz1964,"Schwartz, 1964","Schwartz, T. 1964. Personal Communication to A. Lomax."
schwein1963,"Schwein, 1963","Schwein, K. H. 1963. Family Among the Karinya of Eastern Venezuela. America Indigena 23: 201-209."
schweinfurth1873,"Schweinfurth, 1873","Schweinfurth, G. 1873. The Heart of Africa. 2v. New York."
schweinfurth1874,"Schweinfurth, 1874","Schweinfurth, G. 1874. The Heart of Africa 1: 256-314. New York."
schwerin1966,"Schwerin, 1966","Schwerin, K. H. 1966. Oil and Steel: Processes of Karinya Culture Change in Response to Industrial Development. Latin American Studies 4: I-273. Los Angeles."
schwerin1967,"Schwerin, 1967","Schwerin, K. H. 1967. Personal communication."
scott1882,"Scott, 1882","Scott, J. G. (Schway Yoe). 1882. The Burman: His Life and Notions. London."
searey1965,"Searey, 1965","Searey, Ann McElroy. 1965. ""Contemporary and traditional Prairie Potawatomi child life,"" Kansas University, Potawatomi Study Research Report."
sedelnikov1903,"Sedel'nikov, 1903","Sedel'nikov, A. N. et al. 1903. Kirgizshii Krai. Polnoe Geographicheskoe Opisanie nashego etchestva 18: 138-222. St. Peterburg."
sedov1987,"Sedov, 1987","Sedov, V. V. (ed. ). 1987. Finno-ugry i balty v epohu srednevekov'ja (Finno-Ugric and Baltic Peoples in the Medieval Epoch). Moscow."
seed193233,"Seed, 1932-33","Seed, J. H. 1932-33. The Kinship System of a Bantu Tribe. S. Rhod. Nat. Aff. Dept. Ann. 10: 65-73; 11: 35-56."
seeland1882,"Seeland, 1882","Seeland, N. 1882. Die Ghiliaken. Russische Revue 21: 97-130, 222-254."
selersachs1919,"Seler-Sachs, 1919","Seler-Sachs, C. 1919. Frauenleben im Reiche der Aztken. Berlin."
seligmannandseligmann1911,"Seligmann and Seligmann, 1911","Seligmann, C. G., and B. Z. Seligmann. 1911. The Veddas. Cambridge."
seligmanandseligman1918,"Seligman and Seligman, 1918","Seligman, C. G., and B. Z. Seligman. 1918. The Kababish. Harvard Afr. Stud. 2: 105-185."
seligmanandseligman1926,"Seligman and Seligman, 1926","Seligman, C. G., and B. Z. Seligman. 1926. The Social Organization of the Lotuko. Sudan Notes Rec. 8: 1-45."
seligmanandseligman1928,"Seligman and Seligman, 1928","Seligman, C. G., and B. Z. Seligman. 1928. The Bari. Journ. Roy. Anth. Inst. 58: 409-479."
seligmanandseligman1932,"Seligman and Seligman, 1932","Seligman, C. S. and B. Z. Seligman. 1932. Pagan tribes of the Nilotic Sudan. London, George Routledge & Sons, Ltd."
seligman1910,"Seligman, 1910","Seligman, C. G. 1910. The Melanesians of British New Guinea. Cambridge."
seligman1932,"Seligman, 1932","Seligman, C. G., ad B. Z. Seligman. 1932. Pagan Tribes of the Nilotic Sudan. London."
seligmann1910,"Seligmann, 1910","Seligmann, C. G. 1910. The Melanesians of British New Guinea. Cambridge."
semakulakiwanuka1972,"Semakula Kiwanuka, 1972","Semakula Kiwanuka, M. S. M. 1972. A History of Buganda from the Foundation of the Kingdom to 1900. New York."
semenov1900a,"Semenov, 1900a","Semenov, V. P. (ed. ). 1900. Rossija. Polnoe geograficheskoe opisanie nashego otechestva. Nastol'naja i dorozhnaja kniga dlja russkih ljudej (Russia: Complete Geographic Description of Our Fatherland. Table Road Book for Russian People). Vol. 3. Ozeraja oblast'. St. Petersburg."
semenov1900b,"Semenov, 1900b","Semenov, V. P. (ed. ). 1900. Rossija. Polnoe geograficheskoe opisanie nashego otechestva. Nastol'naja i dorozhnaja kniga dlja russkih ljudej (Russia: Complete Geographic Description of Our Fatherland. Guide for the Russian People). Vol. 6. Sredneei Nizhnee Povolzh'e i Zavolzh'e (The Middle and Lower Volga and Trans-Volga Regions). St. Petersburg."
semenov1900c,"Semenov, 1900c","Semenov, V. P. (ed. ). 1900. Rossija. Polnoe geograficheskoe opisanie nashego otechestva. Nastol'naja i dorozhnaja kniga dlja russkih ljudej (Russia: Complete Geographic Description of Our Fatherland. Guide for Russian People). Vol. 14. Novirossija i Krym (Novorossija and Crimea). St. Petersburg."
semper1873,"Semper, 1873","Semper, K. 1873. Die Paulau-Inseln im Stillen Ozean. Leipzig."
senfft1903,"Senfft, 1903","Senfft, A. 1903. Ethnographische Beitrage uber die Carolineninsel Yap. Petermanns Mitteilungen 49: 46-60, 83-87."
serkina2002,"Serkina, 2002","Serkina, S. S. 2002. Obshchina i obychnoe pravo udel'nyh krest'jan Simbirskoj gubemii v kontse XVIII - pervoj polovine XIX veka (Community and Traditional Law System of Appanage Peasants of the Simbriskaja Guberia in the Late Eighteenth to Early NineteenthC enturies). P h. D. Thesis. NII gumanitamyh nauk pri Pravitel'stve Respubliki Mordovija. Saransk."
serpenti1965,"Serpenti, 1965","Serpenti, L. M. 1965. Cultivators in the Swamps. Assen."
service1963,"Service, 1963","Service, E. E. 1963. The Ashanti of West Africa. Profiles in Ethnology, pp. 366-386. New York."
seton192930,"Seton, 1929-30","Seton, R. S. 1929-30. The Igala Tribe. Journ. Afr. Soc. 29: 42-52, 149-163."
shack1963,"Shack, 1963","Shack, W. A. 1963. Religious Ideas and Social Action in Gurage Bond friendship. Africa 33: 198-208."
shakespear1912,"Shakespear, 1912","Shakespear, J. 1912. The Lushei Kuki Clans. London."
shakirova1988,"Shakirova, 1988","Shakirova, N. F. 1988. Dikorastushchier astenijav traditsionnomp itanii bashkir (Wild Plants in Traditional Diet of the Bashkir). Sovetskaja etnografija 3:99-109."
shapshal1995,"Shapshal, 1995","Shapshal, S. M. 1995. Karaimy v Krymu, Litve i Pol'she (The Karaim in the Crimea, Lithuania, and Poland). Karaimskaja narodnaja entsiklopedija, 1 (The Karaim Folk Encyclopedia). Moscow."
sharpandhanks1978,"Sharp and Hanks, 1978","Sharp, R. L. and L. M. Hanks, Jr. 1978. Bang Chan: The Social History of a Rural Community in Thailand. Ithaca."
sharpetal1954,"Sharp et al., 1954","Sharp, R. L., H. M. Hauck, K. Janlekha, and R. B. Textor. 1954. Simaese Village. Bangkok."
sharp1934,"Sharp, 1934","Sharp, L. 1934. The Social Organization of the Yir-Yoront Tribe. Oceania 4: 404-431."
shaw1929,"Shaw, 1929","Shaw, W. 1929. Notes on the Thadou Kukis. London."
