id,category,title,definition,type,notes,source,changes
WNAI297,"Marriage, Kinship","First-cousin marriage is approved (or dominant, or preferred, or prescribed)",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",First-cousin marriage
WNAI197,"Subsistence, Economy, Ecology: aquatic mammals, Ecology: fish","Local ""fishing""--procurement of all types of aquatic animals (shellfish, aquatic mammals, and fish)",,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Local aquatic animal extraction
WNAI75,Ecology: aquatic mammals,"Presence of Humped-backed whale, Megaptera novaengliae",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Hump-backed whale
WNAI309,"Marriage, Kinship","Secondary form or modal form of postnuptial household residence where no form represents 50% of all practices, or where the secondary form occurs frequently, but does not dominate",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Secondary post-nuptial residence form
WNAI277,"Economy, Property",Inheritance of gathering sites,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Inheritance of gathering sites
WNAI382,"Life cycle, Religion, Ritual","Cradles, A",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.","Birth: cradles, a"
WNAI41,"Ecology: vegetation, Ecology: overview","Presence of Pigweed, Amaranthus retroflexus",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pigweed
WNAI115,"Ecology: terrestrial mammals, Ecology: overview",Total number of 19 species of land mammals available in tribal area,,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Species of land mammals in tribal area
WNAI255,"Economy, Property",Ceremonialism or etiquette in intracommunity reciprocity of food and/or chattels,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Ceremony/etiquette in local reciprocity
WNAI266,"Economy, Property",Barter or trade between (or among) communities for food and/or chattels (intercommunity or extralocal residence-groups),,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Barter/trade among communities
WNAI307,"Marriage, Kinship","Dominant family household forms, or co-residential units (not necessarily under same roof) which tend to share some domestic functions, such as distribution of food, child rearing and training, preparation of meals, etc",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Dominant family household form
WNAI430,"Religion, Ritual",Black contagious or formulaic magic used to harm humans,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Black contagious/formulaic magic to harm humans
WNAI107,Ecology: terrestrial mammals,"Presence of Black-tailed deer or mule deer, Odocoileus hemionus",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Black-tailed/mule deer
WNAI342,"Politics, War, Community organization",Political organization and the formation of alliances with other groups (extralocal communities),,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Political org and alliances
WNAI179,"Technology, Material culture, Clothing",Skirt or kilt made of plant materials,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Skirt/kilt made of plant materials
WNAI154,"Technology, Material culture, Subsistence, Ecology: vegetation",Sticklike farming tools,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sticklike farming tools
WNAI256,"Economy, Property",Ceremonialism or etiquette in intracommunity redistribution of food and/or chattels,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Ceremony/etiquette local redistribution
WNAI77,Ecology: aquatic mammals,"Presence of Gray's porpoise or spotted dolphin, Stenella styx",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Grays porpoise/spotted dolphin
WNAI365,"Politics, War, Community organization",Motives for engaging in warfare,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Motives for engaging in warfare
WNAI208,"Subsistence, Economy, Ecology: vegetation",Predominant types of foods gathered,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Predominant plants gathered
WNAI305,"Marriage, Kinship",Forms of the family which are predominant in the society (these family units do not necessarily co-reside),,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Predominant form of the family
WNAI410,"Life cycle, Religion, Ritual",Age of first spirit quest made by males,,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Spirit quest: age of first by males
WNAI262,"Economy, Property",Ceremonialism or etiquette in intercommunity redistribution of food and/or chattels,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Cer/etiq extralocal redistribution
WNAI89,Ecology: aquatic mammals,"Presence of Northern or Alaskan fur-seal, Callorhinus ursinus",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Northern-alaska fur-seal
WNAI183,"Technology, Material culture, Clothing",Sandals,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sandals
WNAI28,"Ecology: vegetation, Ecology: overview","Presence of Honey mesquite, Prosopis juliforna (and other mesquite spp.)",,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Honey mesquite
WNAI220,"Labor, Economy, Material culture",Weaving of cotton/wool/hair into garments,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Weave cotton/wool/hair into garments
WNAI286,"Settlement, Community organization, Population",Size of the community population (the size of the typical community in the focal area),,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Size of community population
WNAI244,"Labor, Economy, Subsistence",Role of children and the aged in fishing,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Roles of child/aged in fishing
WNAI192,"Subsistence, Economy",External sources of agricultural products for beverages,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Ext. sources of agriculture for beverages
WNAI27,"Ecology: vegetation, Ecology: overview","Presence of Giant sahuaro cactus, Carnegiea gigantea",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Giant saguaro cactus
WNAI252,"Economy, Property",Reciprocity distribution of food and chattels within a society (intracommunity or local residence group),,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Reciprocity of food/chattels locally
WNAI427,"Religion, Ritual",Black imitative magic used to harm humans,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Black imitative magic to harm humans
WNAI362,"Politics, War, Community organization",Incidence of defense against raiding,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Incidence of defense against raiding
WNAI341,"Politics, Labor, Economy",Political organization and the allocation of civic duties such as labor or military conscription,,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Political org and civic duties
WNAI399,"Life cycle, Religion, Ritual",Girls' puberty rites or female initiations near puberty: Private ceremony,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Girls puberty: private ceremony
WNAI351,"Community organization, Ceremony",Club and age-class membership,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Club and age-class membership
WNAI26,"Ecology: vegetation, Ecology: overview","Presence of Sugar pine, Pinus lambertiana",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sugar pine
WNAI422,"Religion, Ritual",Illness caused by loss of spiritual entity,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Illness: by spirit-soul loss
WNAI358,"Politics, War, Community organization",Raids motivated by desire to fulfill visions or dream instructions,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Raids to fulfill dream instructions
WNAI106,Ecology: terrestrial mammals,"Presence of Wapiti (Elk), Cervus spp.",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Wapiti/elk
WNAI352,"Politics, War, Community organization",Duels between members of the same society,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Duels between members of same society
WNAI418,"Religion, Ritual",Possessional shamanism (including trances),,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Shaman: possessional (includes trance)
WNAI346,"Community organization, Ceremony",Sex-dominance of restricted sodalities,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sex-dominance of restricted sodalities
WNAI161,"Technology, Material culture, Subsistence, Ecology: vegetation",Seed-parching instruments,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Seed-parching implements
WNAI349,"Community organization, Ceremony",Objects of restricted sodality functions,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Objects of restricted sodality functions
WNAI145,"Technology, Material culture, Subsistence, Ecology: fish",Fish nets and seines,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Fish nets and seines
WNAI142,"Technology, Material culture, Subsistence, Ecology: terrestrial mammals",Devices used to direct or restrict land mammal movement,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Devices to restrict land mammal movement
WNAI171,"Technology, Material culture, Clothing",Headgear made of hide or fur,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Headgear made of hide or fur
WNAI292,"Settlement, Community organization, Population",Community integration,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Community integration
WNAI203,"Subsistence, Economy, Ecology: terrestrial mammals, Ecology: birds",Predominant types of animals for which groups hunt,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Predominant animals hunted
WNAI267,"Economy, Property",Agents of barter or trade between communities (intercommunity or extralocal residence-groups),,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Agents barter/trade between communities
WNAI35,"Ecology: vegetation, Ecology: overview","Presence of Mescal, Agave neomexicana",,Categorical,"NOTE:  Cases 145 and 146 had values of 0; these were changed to missing data. [World Cultures 10(2), fall 1999]","Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Mescal - Agave neomexicana
WNAI350,"Community organization, Ceremony",Clubs and age-classes,Clubs and age-classes are informal sodalities without any secrets. Age-classes are special types of sodalities that include any division of a population into organized age-groups of a more or less permanent nature.,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Clubs and age-classes
WNAI387,"Life cycle, Religion, Ritual",Feast or public ceremony at most important naming event,"""Public ceremony"" here means that people other than kinsmen or affines are invited to witness the most important naming ceremony. Feasting and gift-giving may be associated with this ceremony.",Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Naming: feast/pub cer at most important
WNAI261,"Economy, Property",Ceremonialism or etiquette in intercommunity reciprocity of food and/or chattels,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Cer/etiq extralocal reciprocity
WNAI338,"Politics, Economy, War",Political organization and common defense,,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Political org and common defense
WNAI406,"Life cycle, Religion, Ritual",Sacrifice at death,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Death: sacrifice at death
WNAI76,Ecology: aquatic mammals,"Presence of Pacific Right whale, Eubalaena sieboldii",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pacific right whale
WNAI155,"Technology, Material culture, Subsistence, Ecology: vegetation",Method of boiling food,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Method of boiling food
WNAI82,Ecology: aquatic mammals,"Presence of Pacific white-sided dolphin, Lagenorhynchus obliquidens",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pacific white-sided dolphin
WNAI396,"Life cycle, Religion, Ritual",Girls' puberty rites or female initiations near puberty: Bathing,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Girls puberty: bathing
WNAI78,Ecology: aquatic mammals,"Presence of Pacific dolphin, Delphinius bairdii",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Pacific dolphin
WNAI280,"Economy, Property",Inheritance of farming sites,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Inheritance of farming sites
WNAI58,"Ecology: vegetation, Ecology: overview","Presence of Camass, genus Camassia",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Camass
WNAI343,"Politics, Economy, Property",Political organization and the punishment of crimes,,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Political org and punishment of crimes
WNAI251,"Labor, Economy, Subsistence",Division of labor of agriculture,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Labor in agriculture
WNAI428,"Religion, Ritual",Performers of imitative magic,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Performers of imitative magic
WNAI298,"Marriage, Kinship","Second-cousin marriage is approved (or dominant, or preferred, or prescribed)",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Second-cousin marriage
WNAI291,"Settlement, Community organization, Population",Intracommunity residence pattern,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Intracommunity residence pattern
WNAI381,"Life cycle, Religion, Ritual",Most frequent ritual number associated with birth,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Birth: most frequent ritual number
WNAI73,Ecology: aquatic mammals,"Presence of Sei whale, Balaenoptera borealis",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sei whale
WNAI348,"Community organization, Ceremony",Restricted sodality: Participants and spectators,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Restricted sodal: participants-spectators
WNAI259,"Economy, Property",Redistribution of chattels and food within a society between (or among) societies (intercommunity or extralocal residence-group redistribution),,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Redistribute food/chattels extralocally
WNAI354,"Politics, War, Community organization","Raids motivated by desire for economic booty such as hides, pottery, food, etc","Raids are single, small military engagements of short duration. They are motivated by desire for booty, women, slaves, prestige, vengeance or a slain warrior, or to fulfill a vision or instructions received through dreams. A raiding party has a leader and from as few as five to as many as 50 people.",Categorical,"NOTE: Case 64 had a value of 4. This was changed to missing data. [World Cultures 10(2), fall 1999]","Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Raids for booty
WNAI153,"Technology, Material culture, Subsistence, Ecology: vegetation, Economy",Irrigation of cultivated plants,,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Irrigation of cultivated plants
WNAI15,"Ecology: vegetation, Ecology: overview","Presence of California live oak, Quercus agrifolia",,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",California live oak
WNAI101,Ecology: terrestrial mammals,"Presence of Wolf, Canis lupus",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Wolf
WNAI372,"Community organization, Ceremony",Reasons for performing public ceremonies of all kinds (according to the sponsors),,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Reasons for public ceremonies
WNAI130,Ecology: fish,"Presence of Sardine or California pilchard, Sardinops sagax",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Sardine/california pilchard
WNAI55,"Ecology: vegetation, Ecology: overview","Presence of Broomrape, genus Orobanche",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Broomrape
WNAI105,Ecology: terrestrial mammals,"Presence of Bobcat, Lynx rufus",,Categorical,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Bobcat (L.rufus)
WNAI18,"Ecology: vegetation, Ecology: overview","Presence of Tan-oak, Lithocarpus densiflora",,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Tan-oak
WNAI206,"Subsistence, Economy, Ecology: terrestrial mammals, Ecology: birds","Probable percentage of diet contributed by large game, small animals, and fowl locally",,Ordinal,,"Data imported from WNAI text files wn01.dat - wn08.dat, included in folder 10#2 of World Cultures CD-ROM (2011). Codes from Jorgensen, J. G. (1999) Codebook for Western Indians Data. 1999 World Cultures 10(2): 144-293.",Percent diet ext. game
