id,category,title,definition,type,units,source,changes,notes
SCCS1722,"Subsistence, Kinship, Politics",Sources of Wealth,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,
SCCS1723,"Subsistence, Kinship, Politics",Number of Poor,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1724,"Subsistence, Kinship, Politics",Number of Dispossessed,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1725,"Subsistence, Kinship, Politics",Possibility for Peaceful Territorial Expansion,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,
SCCS1726,"Subsistence, Kinship, Politics",Communality of Land,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1727,"Subsistence, Kinship, Politics",Resource Acquisition as Motive for Violent Conflict Management,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1728,"Subsistence, Kinship, Politics","Rich, Poor, or Dispossessed as One Party in Violent Conflicts","Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,
SCCS1729,"Subsistence, Kinship, Politics",Presence of an Overarching Political Unit,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1730,"Subsistence, Kinship, Politics",Administrative Integration of Local Community within Overarching Political Unit,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1731,"Subsistence, Kinship, Politics",Power Participation of Local Elite within Overarching Political Unit,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1732,"Subsistence, Kinship, Politics",Presence of Wage Labour,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,
SCCS1733,"Subsistence, Kinship, Politics",Market Exchange within Local Community,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1734,"Subsistence, Kinship, Politics",Market Exchange outside of Local Community,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1735,"Subsistence, Kinship, Politics",Relationship between Production for Subsistence and Production for Market Exchange,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1736,"Subsistence, Kinship, Politics","Tribute, Taxation, Expropriation","Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,
SCCS1737,"Subsistence, Kinship, Politics",Extent of Burden Caused by Tribute Payments or Taxation,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,
SCCS1738,"Subsistence, Kinship, Politics",Presence of Formal Education within Local Community,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1739,"Subsistence, Kinship, Politics",Types of Violence against Overarching Political Institution,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1740,"Subsistence, Kinship, Politics",Levels of Political Hierarchy,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1741,"Subsistence, Kinship, Politics",Overarching Formal Jurisdiction within Unit of Maximal Political Authority,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1742,"Subsistence, Kinship, Politics",Selection of Officials at the Lowest Level of Political Hierarchy,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1743,"Subsistence, Kinship, Politics",Sanctions,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1744,"Subsistence, Kinship, Politics",Lower Level Participation in Decision Making of the Unit of Maximal Political Authority,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,
SCCS1745,"Subsistence, Kinship, Politics",Religio-political Overlap,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1746,"Subsistence, Kinship, Politics",Sources of Legitimation of Power,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1747,"Subsistence, Kinship, Politics",Frequency of External Warfare: Unit of Maximal Political Authority,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1748,"Subsistence, Kinship, Politics",Frequency of Internal Warfare; i.e. between Local Communities within Unit of Maximal Political Authority,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1749,"Subsistence, Kinship, Politics",Frequency of Internal Warfare Involving Non-territorially Organized Groups within Unit of Maximal Political Authority,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1750,"Subsistence, Kinship, Politics",Frequency of Violent Conflict between Groups within Local Communities,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1751,"Subsistence, Kinship, Politics",Social Stratification,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1752,"Subsistence, Kinship, Politics",Groom's Dependency on Relatives for Marriage Transactions,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,
SCCS1753,"Subsistence, Kinship, Politics",Depth of Unilineal Descent,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1754,"Subsistence, Kinship, Politics",Size of Maximal Effective Kin Group,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,
SCCS1755,"Subsistence, Kinship, Politics",Local Distribution of Maximal Effective Kin Group,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1756,"Subsistence, Kinship, Politics",Size of Local Community,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1757,"Subsistence, Kinship, Politics",Frequency of Violent Conflict Involving at Least One Maximal Effective Kin Group,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,"Note, codes not ordered (note source: DRW codebook)"
SCCS1758,"Subsistence, Kinship, Politics",Frequency of Violent Conflict Involving at Least One Local Community,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1759,"Subsistence, Kinship, Politics",Affection during Early Childhood,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1760,"Subsistence, Kinship, Politics",Frequency of Interactions between Boys (Early Childhood) and Male Adults,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1761,"Subsistence, Kinship, Politics",Inculcation of Children's Trust in Other Persons,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1762,"Subsistence, Kinship, Politics","Positive Reinforcement of Children's Willingness to Share, Give, and Help (Generosity)","Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1763,"Subsistence, Kinship, Politics",Emphasis on Honesty,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1764,"Subsistence, Kinship, Politics",Reaction of Socializing Agents towards Violent Behavior of Boys in Late Childhood,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1765,"Subsistence, Kinship, Politics",Emphasis on Courage of Boys in Late Childhood,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1766,"Subsistence, Kinship, Politics",Corporal Punishment of Boys in Late Childhood,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1767,"Subsistence, Kinship, Politics",Ideology of Male Superiority,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1768,"Subsistence, Kinship, Politics",Attitude towards Physical Violence against Members of Local Community,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1769,"Subsistence, Kinship, Politics","Attitude towards Physical Violence against Members of Same Ethnic Group, Not Restricted to Local Community","Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1770,"Subsistence, Kinship, Politics",Attitude towards Physical Violence against Members of Other Ethnic Groups,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1771,"Subsistence, Kinship, Politics",Loyalty within Ethnic Group,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1772,"Subsistence, Kinship, Politics",Hostility towards Other Ethnic Groups,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,
SCCS1773,"Subsistence, Kinship, Politics",Prestige of Warriors,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,
SCCS1774,"Subsistence, Kinship, Politics",Revenge Related Norms,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1775,"Subsistence, Kinship, Politics",Reglementation of Intraethnic Violence,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,
SCCS1776,"Subsistence, Kinship, Politics",Frequency of Intraethnic Violence,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1777,"Subsistence, Kinship, Politics",Intensity of Intraethnic Violence,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Ordinal,,lang1998conan,,
SCCS1778,"Subsistence, Kinship, Politics",Frequency of Interethnic Violence/Attacking,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,
SCCS1779,"Subsistence, Kinship, Politics",Weapons Used in Warfare,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,
SCCS1780,"Subsistence, Kinship, Politics",Defensive (Protective) Weapons Used in Warfare,"Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.",Categorical,,lang1998conan,,
SCCS1781,"Kinship, Gossip, Politics",Gossip on Adultery,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1782,"Kinship, Gossip, Politics",Gossip on Boasting,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1783,"Kinship, Gossip, Politics",Gossip on Bride Price,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1784,"Kinship, Gossip, Politics",Gossip on Cattle/Livestock,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1785,"Kinship, Gossip, Politics",Gossip on Dowry Payments,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1786,"Kinship, Gossip, Politics",Gossip on Drinking,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1787,"Kinship, Gossip, Politics",Gossip on Family,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1788,"Kinship, Gossip, Politics",Gossip on Farming,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1789,"Kinship, Gossip, Politics",Gossip on Government/Colonial Affairs,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1790,"Kinship, Gossip, Politics",Gossip on Hunting,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1791,"Kinship, Gossip, Politics",Gossip on Inheritance,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1792,"Kinship, Gossip, Politics",Gossip on Laziness,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1793,"Kinship, Gossip, Politics",Gossip on Men,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1794,"Kinship, Gossip, Politics",Gossip on Murder/Assault,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1795,"Kinship, Gossip, Politics",Gossip on Neighbors,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1796,"Kinship, Gossip, Politics",Gossip on Politics,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1797,"Kinship, Gossip, Politics",Gossip on Scandal,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1798,"Kinship, Gossip, Politics",Gossip on Sex/Sexual Joking,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1799,"Kinship, Gossip, Politics",Gossip on Social Control,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1800,"Kinship, Gossip, Politics",Gossip on Socializing/News,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1801,"Kinship, Gossip, Politics",Gossip on Wife Beating,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1802,"Kinship, Gossip, Politics",Gossip on Women,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1803,"Kinship, Gossip, Politics",Gossip on Marriage,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1804,"Kinship, Gossip, Politics",Gossip on Religion,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Categorical,,divale1999codes,,
SCCS1805,"Kinship, Gossip, Politics",Importance of Gossip,"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Ordinal,,divale1999codes,,
SCCS1805.1,"Kinship, Gossip, Politics","Fact_1 News & General Gossip Scale (sum of Men, Neighbors, Socializing & News, And Women Gossip)","Gossip Factor Scales (See Divale and Seda paper with Gossip Codes for rationale). Factor analysis of Gossip variables produced eight factors with gossip variables that had loadings of .50 or higher. Scales were then produced by summing those variables with loadings of .5 or higher on the factor. Thus 1805.1 is a News & General Gossip Scale, which is the sum of the following gossip topics: Gossip about Men, Neighbors, Socializing and News, and Women). [Etc. for Factors 2-8].

Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Ordinal,,divale1999codes,,
SCCS1805.2,"Kinship, Gossip, Politics","Fact_2 Political Gossip Scale (sum of Family, Govt., Political Gossip)","Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Ordinal,,divale1999codes,,
SCCS1805.3,"Kinship, Gossip, Politics","Fact_3 Machismo Gossip Scale (sum of Boasting, Hunting, Laziness, Wife Beating Gossip)","Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Ordinal,,divale1999codes,,
SCCS1805.4,"Kinship, Gossip, Politics",Fact_4 Sex & Scandals Scale (sum of Adultery And Scandal Gossip),"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Ordinal,,divale1999codes,,
SCCS1805.5,"Kinship, Gossip, Politics","Fact_5 Drinking & Murder Scale (sum of Drinking, Murder And Assault Gossip)","Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Ordinal,,divale1999codes,,
SCCS1805.6,"Kinship, Gossip, Politics",Fact_6 Marriage Payments Gossip Scale (sum of Bride Price And Dowry Gossip),"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Ordinal,,divale1999codes,,
SCCS1805.7,"Kinship, Gossip, Politics",Fact_7 Farming & Religion Gossip Scale (sum of Farming And Religious Gossip),"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Ordinal,,divale1999codes,,
SCCS1805.8,"Kinship, Gossip, Politics",Fact_8 Cattle & Marriage Gossip Scale (sum of Cattle And Marriage Gossip),"Divale, W., & Seda, A. (1999). Codes on Gossip for Societies in the Standard Sample. World Cultures, 10(1), 7-22.",Ordinal,,divale1999codes,,
SCCS1806,"Modernization, Economy",Trade: 1.1. Changes in Trade and Trade Goods,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1807,"Modernization, Economy",Trade: 1.2. Introduction of Wage Labour and Immigrant Workers,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1808,"Modernization, Economy",Trade: 1.3. Introduction of Monetary System Such as Money,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1809,"Modernization, Economy",Technology: 2.1. Introduction of Foreign Goods Such as Weapons,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1810,"Modernization, Economy",Technology: 2.2. Minor Technological Developments,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1811,"Modernization, Economy",Technology: 2.3. Major Technological Changes,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1812,"Modernization, Economy","Agriculture: 3.1. Agricultural Improvements, Improvement in Farming Mehods, Fertilization, Irrigation, Food Preservation","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1813,"Modernization, Economy",Agriculture: 3.2 Changes in Agriculture and Crops,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1814,"Modernization, Economy",Agriculture: 3.3. Introduction of New Livestock,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1815,"Modernization, Economy","Transportation: 4.1. Mechanical Transport (Automobiles, Railroads, Buses)","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1816,"Modernization, Economy",Transportation: 4.2. Changes and Introduction of Water Transport,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1817,"Modernization, Economy",Transportation: 4.3. Introduction of Roads and Highways,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1818,"Modernization, Economy","Government, Political and Legal System: 5.1 New Positions Such as Government Officials","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1819,"Modernization, Economy","Government, Political and Legal System: 5.2 Changes or Implementation of Foreign Judicial System","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1820,"Modernization, Economy","Government, Political and Legal System: 5.3 Political Changes, Uprising, Cargo Cults","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1821,"Modernization, Economy","Government, Political and Legal System: 5.4 Large Scale Projects Introduced by outside Agencies","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1822,"Modernization, Economy",Family/Social Organization: 6.1 Changes in Family Structure,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1823,"Modernization, Economy","Family/Social Organization: 6.2 Changes in Marriage Rituals, Weddings","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1824,"Modernization, Economy","Family/Social Organization: 6.3 Changes in Choice of Spouse, Mixed-marriages, Etc","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1825,"Modernization, Economy",Family/Social Organization: 6.4 Changes in Female Role or Status,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1826,"Modernization, Economy","Body Toilet, Adornment and Dress: 7.1 Changes in Body Toilets Such as Piercing, Jewelry","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1827,"Modernization, Economy","Body Toilet, Adornment and Dress: 7.2 Changes in Dress Customs","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1828,"Modernization, Economy","Behavior: 8.1 Introduction of Drugs Such as Tobacco, Alcohol","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1829,"Modernization, Economy",Behavior: 8.2 Changes in Food Processing Such as Cooking Methods,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1830,"Modernization, Economy",Information and Education: 9.1. Changes in Communication and the Arts,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1831,"Modernization, Economy",Information and Education: 9.2 Changes in Education,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1832,"Modernization, Economy","Information and Education: 9.3 Introduction of Contact Languages, Foreign Words, Vocabulary Distortion, Pidgin Languages","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1833,"Modernization, Economy","Health: 10.1 Introduction of Foreign Medical Practices, Hospitals","Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1834,"Modernization, Economy",Health: 10.2 Introduction of Foreign Diseases,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
SCCS1835,"Modernization, Economy",Health: 10.3 Changes in Sanitation Methods,"Divale, W. and Seda, A. (2000). Cross-cultural codes of modernization. World Cultures, 11(2), 152-170.",Ordinal,,divale2000cross,,
