ISO 693-3 code,Language name,FAMILY-REVISED,Class2,Class3,Ethnologue Classification (unrevised),
gso,"Gbaya, Southwest","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Gbaya-Manza-Ngbaka, Southwest",
gmm,Gbaya-Mbodomo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Gbaya-Manza-Ngbaka, Southwest",
deq,Dendi,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Ngbandi",
gyg,Gbayi,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Ngbandi",
mgn,Mbangi,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Ngbandi",
ngb,"Ngbandi, Northern","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Ngbandi",
nbw,"Ngbandi, Southern","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Ngbandi",
yky,Yakoma,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Ngbandi",
doo,Dongo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Mba",
mfc,Mba,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Mba",
msj,Ma,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Mba",
ndt,Ndunga,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Mba",
bbe,Bangba,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Eastern, Mayogo-Bangba",
mdm,Mayogo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Eastern, Mayogo-Bangba",
muh,Mündü,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Eastern, Mundu",
bkc,Baka,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Baka-Gundi",
bme,Limassa,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Baka-Gundi",
gnz,Ganzi,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Baka-Gundi",
gdi,Gundi,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Baka-Gundi",
nmj,Ngombe,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Baka-Gundi",
gix,Gilima,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Bwaka",
nbm,Ngbaka Ma’bo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Bwaka",
bkg,Buraka,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Gbanzili",
gbg,Gbanziri,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Gbanzili",
kpl,Kpala,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Monzombo",
moj,Monzombo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Monzombo",
yng,Yango,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Monzombo",
fer,Feroge,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Sere, Feroge-Mangaya",
myj,Mangayat,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Sere, Feroge-Mangaya",
idr,Indri,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Sere, Indri-Togoyo",
tgy,Togoyo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Sere, Indri-Togoyo",
bvi,Belanda Viri,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Sere, Sere-Bviri, Bai-Viri",
bdj,Bai,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Sere, Sere-Bviri, Bai-Viri",
ndz,Ndogo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Sere, Sere-Bviri, Ndogo-Sere",
swf,Sere,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Sere, Sere-Bviri, Ndogo-Sere",
tbm,Tagbu,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Sere, Sere-Bviri, Ndogo-Sere",
brm,Barambu,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Zande, Barambo-Pambia",
pmb,Pambia,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Zande, Barambo-Pambia",
geq,Geme,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Zande, Zande-Nzakara",
kym,Kpatili,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Zande, Zande-Nzakara",
nzk,Nzakara,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Zande, Zande-Nzakara",
zne,Zande,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Zande, Zande-Nzakara",
bba,Baatonum,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Bariba",
box,Buamu,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Bwamu",
bwj,"Bwamu, Láá Láá","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Bwamu",
bwy,"Bwamu, Cwi","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Bwamu",
bmq,Bomu,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Bwamu",
kfz,Koromfé,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Kurumfe",
bwu,Buli,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Buli-Koma",
kma,Konni,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Buli-Koma",
beh,Biali,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Eastern",
mql,Mbelime,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Eastern",
tbz,Ditammari,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Eastern",
wwa,Waama,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Eastern",
gng,Ngangam,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Gurma",
gux,Gourmanchéma,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Gurma",
ntm,Nateni,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Gurma",
soy,Miyobe,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Gurma",
xon,Konkomba,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Gurma",
bim,Bimoba,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Gurma, Moba",
mfq,Moba,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Gurma, Moba",
aks,Akaselem,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Gurma, Ntcham",
bud,Ntcham,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Gurma, Ntcham",
bly,Notre,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Nootre",
gur,Farefare,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Northwest",
mos,Mòoré,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Northwest",
saf,Safaliba,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Northwest",
wlx,Wali,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Northwest",
biv,"Birifor, Southern","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Northwest, Dagaari-Birifor, Birifor",
bfo,"Birifor, Malba","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Northwest, Dagaari-Birifor, Birifor",
dgd,Dagaari Dioula,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Northwest, Dagaari-Birifor, Dagaari",
dgi,"Dagara, Northern","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Northwest, Dagaari-Birifor, Dagaari",
dga,"Dagaare, Southern","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Northwest, Dagaari-Birifor, Dagaari",
dag,Dagbani,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Southeast",
hag,Hanga,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Southeast",
jmr,Kamara,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Southeast",
kus,Kusaal,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Southeast",
maw,Mampruli,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Southeast",
xkt,Kantosi,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Southeast",
nmz,Nawdm,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Yom-Nawdm",
pil,Yom,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Yom-Nawdm",
dgs,Dogoso,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Dogoso-Khe",
kqg,Khe,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Dogoso-Khe",
dya,Dyan,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Dyan",
dos,Dogosé,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Gan-Dogose",
gna,Kaansa,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Gan-Dogose",
kqm,Khisa,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Gan-Dogose",
bqg,Bago-Kusuntu,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Eastern",
cll,Chala,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Eastern",
dop,Lukpa,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Eastern",
kbp,Kabiyè,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Eastern",
kdh,Tem,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Eastern",
las,Lama,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Eastern",
ntr,Delo,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Eastern",
knz,Kalamsé,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Northern",
lee,Lyélé,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Northern",
nuv,"Nuni, Northern","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Northern",
nnw,"Nuni, Southern","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Northern",
pnq,Pana,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Northern",
xsm,Kasem,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Northern",
cli,Chakali,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Western",
kst,Winyé,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Western",
mzw,Deg,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Western",
pug,Phuie,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Western",
ssl,"Sisaala, Western","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Western",
sig,Paasaal,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Western",
sil,"Sisaala, Tumulung","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Western",
sld,Sissala,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Western",
tpm,Tampulma,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Western",
vag,Vagla,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Grusi, Western",
cme,Cerma,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Kirma-Tyurama",
tuz,Turka,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Kirma-Tyurama",
kzc,"Kulango, Bondoukou","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Kulango",
nku,"Kulango, Bouna","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Kulango",
lob,Lobi,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Lobi",
kza,"Karaboro, Western","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Senufo, Karaboro",
xrb,"Karaboro, Eastern","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Senufo, Karaboro",
plr,"Sénoufo, Palaka","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Senufo, Kpalaga",
nfr,Nafaanra,"Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Senufo, Nafaanra",
shz,"Sénoufo, Syenara","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Senufo, Senari",
sef,"Sénoufo, Cebaara","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Senufo, Senari",
seq,"Sénoufo, Senara","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Senufo, Senari",
myk,"Sénoufo, Mamara","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Senufo, Suppire-Mamara",
spp,"Sénoufo, Supyire","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Senufo, Suppire-Mamara",
seb,"Sénoufo, Shempire","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Senufo, Suppire-Mamara",
sen,"Sénoufo, Nanerigé","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Senufo, Suppire-Mamara",
sep,"Sénoufo, Sìcìté","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Senufo, Suppire-Mamara",
dyi,"Sénoufo, Djimini","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Senufo, Tagwana-Djimini",
sev,"Sénoufo, Nyarafolo","Niger-Congo, Atlantic-Congo",Atlantic-Congo,Volta-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Senufo, Tagwana-Djimini",
