EA_ID,Society_name_EA,Harmonized_society_name,EA_Alternate_name,EA_revisedFocalYear,EA_references
Na6,Nunivak,Nunivak,NA,1930,"Lantis, M.  1946.  The Social Culture of the Nuivak Eskimo.  Trans. Amer. Phil. Soc. 35: 153-323.
"
Na7,Cree Attawapiskat,Cree Attawapiskat,NA,1900,"Honigmann, J. J.  1956.  The Attawapiskat Swampy Cree. Anth. Pap. Univ.  Alaska 5: 23-82.
gmann, J. J.  1953.  Social Organization of the Attawapiskat Cree Indians.  Anthropos 47: 809-816.
"
Na8,Ingalik,Ingalik,NA,1880,"Osgood, C. 1958. Ingalik Social Culture. Yale University Publications in Anthropology, 55: 1-289.
Osgood, C. 1940. Ingalik Material Culture. Yale University Publications in Anthropology, 22: 1-500.
Osgood, C. 1959. Ingalik Mental Culture. Yale University Publications in Anthropology, 56:1-195."
Na9,Aleut,Aleut,NA,1830,"Bank, T.P. 1953. Health and Medical Lore of the Aleuts. Papers of the Michigan Academy of Science, Arts, and Letters 38:415-431.
Cook, J. 1785. A Voyage to the Pacific Ocean. London.
Coxe, W. 1804. Account of Russian Discoveries Between Asia and America. London.
Elliott, H.W. 1886. Our Arctic Province. New York.
Golder, F.A. 1922-25. Bering's Voyages. 2v. New York.
Jochelson,A. 1925. Archeaological Investigations in the Aleutian Islands. Washington.
Langsdorff, G.H. von. 1817. Voyages and Travels. London.
Lantis, M. 1970. Ethnohistory in Southwestern Alaska and the Southern Yukon. Lexington, Ky.
Sarychev, Gavriil A. 1806. Account of a Voyage of Discovery to the Northeast of Siberia, vol. 2. London.
Sauer, M. 1802. An Account of a Geographical and Astronomical Expedition to the Northern Parts of Russia. London.
Veniaminov, I.E.P. 1840. Zapiski ob ostrovakh unalashkinskago otdela. 3v. St. Petersburg.
"
Nb1,Haida,Haida,NA,1890,"Murdock, G. P. 1934. Kinship and Social Behavior among the Haida. American Anthropologist 36: 355-385.
Murdock, G. P. 1934. Our Primitive Contemporaries, pp. 221-263. New York.
Murdock, G.P. 1936. Rank and Potlach among the Haida. Yale University Publications in Anthropology 13: 1-20.
Niblack, A. P. 1890. The Coastal Indians of Southern Alaska and Northern British Columbia. Annual Reports of the Board of Regents, Smithsonian Institution for the year ending June 30, 1888, pp. 225-386.
Swanton, J. R. 1909. Contributions to the Ethnology of the Haida. Memoirs of the American Museum of Natural History 8: 1-300."
Nb10,Alkatcho,Alkatcho,Alkatcho Carrier,1865,"Goldman, I.  1940.  The Alkatcho Carrier of British Columbia.  Acculturation in Seven American Indian Tribes, ed. R. Linton, pp. 333-389.  New York.
Goldman, I.  1941.  The Alkatcho Carrier.  Amer. Anth. 43: 396-418.
"
Nb11,Nootka,Nootka,Aht,1880,"Drucker, P.  1951.  The Northern and Central Nootkan Tribes.  Bull. Bur. Amer. Ethn. 144: 1-480.
Koppert, V. A.  1930.  Contributions to Clayoquot Ethnology.  Cath. Univ. Anth. Ser. 1: 1-124.
"
Nb12,Klahuse,Klahuse,NA,1880,"Barnett, H. G.  1955.  The Coast Salish of British Columbia.  Eugene.
Barnett, H. G.  1939.  Gulf of Georgia Salish.  Anth. Rec. 1: 221-295.
Barnett, H. G.  1938.  The Coast Salish of Canada.  Amer. Anth. 40: 118-141.
"
Nb13,Squamish,Squamish,NA,1880,"Barnett, H. G.  1955.  The Coast Salish of British Columbia.  Eugene.
Barnett, H. G.  1939.  Gulf of Georgia Salish.  Anth. Rec. 1: 221-295.
Barnett, H. G.  1938.  The Coast Salish of Canada.  Ameri. Anth. 40: 118-141.
Hill-Tout, C.  1900.  Notes on the Sk.qo'mic of British J952 Columbia.  Rep. Brit. Assoc. Adv. Sci. 70: 472-549.
"
Nb14,Comox,Comox,NA,1880,"Barnett, H. G.  1955.  The Coast Salish of British Columbia.  Eugene.
Barnett, H. G.  1939.  Gulf of Georgia Salish.  Anth. Rec. 1: 221-295.
Barnett, H. G.  1938.  The Coast Salish of Canada.  Amer. Anth. 40: 118-141.
"
Nb15,Lummi,Lummi,NA,1880,"Stern, B. J.  1934.  The Lummi Indians of Northwest Washington.  Columbia Univ. Contr. Anth. 17: 1-127.
Curtis, E. S.  1912.  The North American Indian 9: 19-195. Norwood.
Suttles, W.  1954.  Post-contact Culture Changes Among the Lummi Indians.  Brit. Colum. Hist. Quart. 18: 29-102.
"
Nb16,Klallam,Klallam,Clallum,1860,"Gunthere, E.  1927.  Klallam Ethnography.  Univ. Wash. Publ. Anth. 1: 171-314.
Eells, M.  1887.  The Twana, Chemakum and Clallum Indians of Washington. Ann. Rep. Smiths. Inst., 1886-87: 605-681.
"
Nb17,Puyallup,Puyallup,NA,1870,"Smith.  N. W.  1940.  The Puyallup-Nisqually.  Columbia Univ. Contr. Anth. 32: 1-336.
Haeberlin, H. K., and E. Gunther.  1930.  The Indians of Puget Sound.  Univ. Wash. Publ. Anth. 4: 1-83.
Ballard, A. C.  1935.  Southern Puget Sound Salish Kinship Terms.  Amer. Anth. 37: 111-116.
"
Nb18,Quileute,Quileute,NA,1880,"Pettitt, G. A.  1950.  The Quileute of La Push, 1775-1945. Anth. Rec. 14: 1-128.
"
Nb19,Chinook,Chinook,NA,1850,"Ray, V. F.  1938.  Lower Chinook Ethnographic Notes. Univ. Wash. Publ. Anth. 7: 29-165.
Ray, V. F.  1942.  Plateau.  Anth. Rec. 8: 99-257.
"
Nb2,Twana,Twana,NA,1850,"Eells, M. 1877. Twana Indians of the Skokomish Reservation. Bulletins of the U.S. Geographical and Geological survey of the Territories 3: 57-114.
Elmendorf, W. W. 1960. The Structure of Twana Culture. Washington State University Research Studies, Monographic Supplement 2: 1-576."
Nb20,Tillamok,Tillamook,NA,1870,"Boas, F.  1923.  Notes on the Tillamook.  Univ. Calif. Publ. Amer. Arch. Ethn. 20: 3-16.
Barnett, H. G.  1937.  Oregon Coast.  Anth. Rec. 1: 155-204.
"
Nb21,Coos,Coos,NA,1860,"Barnett, H. G.  1937.  Oregon Coast.  Anth. Rec. 1: 155-204.
Jacobs, M.  1940.  Coos Narrative and Ethnologic Texts. Univ. Wash. Publ. Anth. 8: 127-260.
"
Nb22,Tlingit,Tlingit,Kolosh,1880,"Swanton, J. R.  1908.  Social Condition, Beliefs, and Linguistic Relationship of the Tlingit Indians.  Ann. Rep. Bur. Amer. Ethn. 26: 391-485.
Krause, A.  1885.  Die Tlinkit-Indianer.  Jena.                                                                                                                                                                                                                                                                                                     Krause, A.  1956.  The Tlingit Indians.  Transl.  Seattle.
Oberg, K.  1934.  Crime and Punishment in Tlingit Society. Amer. Anth. 36: 145-156.
Durlach, T.  1928.  The Relationship Systems of the Tlingit, Haida and Tsimshian.  Publ. Amer. Ethn. Soc. 11: 1-177.
Jochelson, Waldemar.  1926.  Archaeological investigations in the Aleutian Islands, Carnegie Institute of Washington, Publication xx.
Krause, Aurel.  1956.  The Tlingit Indians: results of a trip to the northwest coast of America and the Bering  Straits, translated by Erna Gunter.  University of Washington Press, Seattle.
"
Nb23,Bellabella,Bellabella,Heiltsuk,1880,"Olson, R. L.  1955.  Notes on the Bella Bella Kwakiutl. Anth. Rec. 14: 
Drucker, P.  1950.  Northwest Coast.  Anth. Rec.9: 157-294.                                                                                                                                                                                                                                                                        Boas, F.  1938.  Bella Bella Texts.  Columbia Univ. Contr. Anth. 5: 1-
"
Nb24,Makah,Makah,NA,1860,"Colson, E.  1953.  The Makah Indians.  Minneapolis.
Swan, J. G.  1868.  The Indians of Cape Flattery.  Smiths. Contr. Knowl. 16: ccxx,1-106.
"
Nb25,Quinault,Quinault,NA,1860,"Olson, R. L.  1936.  The Quinault Indians.  Univ. Wash. Publ. Anth. 6: 1-190.
Willoughby, C.  1889.  The Indians of the Quinaielt Agency.  Ann. Rep. Smiths.  Inst.  1886: i, 267-282.
 
"
Nb26,Cowichan,Cowichan,NA,1880,"Barnett, H. G.  1955.  The Coast Salish of British Columbia.  Eugene.
Barnett, H. G.  1939.  Gulf of Georgia Salish.  Anth. Rec. 1: 221-295.
Barnett, H. G.  1938.  The Coast Salish of Canada.  Amer. Anth. 40: 118-141.
Lane, B. S.  1963.  Personal communication.
"
Nb27,Stalo,Stalo,"Halkomelem, Fraser River Cowichan",1880,"Duff, W.  1952.  The Upper Stalo Indians of the Fraser River.  Brit. Columbia Prov. Mus., Anth. Mem. 1: 1-136.
Hill-Tout, C.  1902.  ""Ethnological Studies of the Mainland Halkomelem.  Rep. Brit. Assoc. Adv. Sci. 72: 355-490.
Hill-Tout, C.  1904.  Ethnological Report on the StsEelis and Sk'aulits Tribes.  Journ. Roy. Anth. Inst. 34: 311-376.
"
Nb28,Alsea,Alsea,NA,1860,"Drucker, P.  1939.  Contributions to Alsea Ethnography. Univ. Calif. Publ. Amer. Arch. Ethn. 35: 81-102.
Barnett, H. G.  1937.  Oregon Coast.  Anth. Rec. 1: 155-204.
"
Nb29,Siuslaw,Siuslaw,NA,1860,"Barnett, H. G.  1937.  Oregon Coast. Anth. Rec. 1: 155-204.
Frachtenberg, L. J.  1914.  Lower Umpqua Texts and Notes on the Kusan Dialects.  Columbia Univ. Contr. Anth. 4: 1-156.
"
Nb3,Kwakiutl,Kwakiutl,NA,1890,"Boas, F.  1895.  The Social Organization and the Secret Societie s of the Kwakiutl Indians.  Rep. U. S. Nat. Mus. 1895: 311-738.
Boas, F.  1909.  The Kwakiutl of Vancouver Island.  Mem. Amer. Mus. Nat. Hist. 8: 307-515.
Codere, H.  1950.  Fighting with Property.  Monog. Amer. Ethn. Soc. 18:  1-143.
Ford, C. S.  1941.  Smoke from Their Fires.  New Haven.
Boas, F.  1966.  Kwakiutl Ethnography, ed. H. Codere. Chicago.
Goldman, Irving.  1937.  The Kwakiutl Indians of Vancouver Island.  In Cooperation and Competition among Primitive 
Peoples, Margaret Mead, ed.  New York, McGraw-Hill, PP. 180-209.                                                                                                                                                                                                HRAF
Benedict, Ruth.  1934.  Patterns of culture.  Boston, Houghton Mifflin Company.
050 KWAKIUTL in community of Gilford (51N, 126 30'W) from September 1962 to August 1963, June 1964 to July 1964.
Rohner, R. P.  1965.  ""The people of Gilford:  a contemporary Kwakiutl village,"" National Museum of Canada, Bulletin 225.
"
Nb30,Takelma,Takelma,Rogue River Indians,1860,"Sapir, E.  1907.  Notes on the Takelma Indians of Southwestern Oregon.  Amer. Anth. 9: 251-275.
"
Nb31,Tututni,Tututni,NA,1870,"Barnett, H. G.  1937.  Oregon Coast. Anth. Rec. 1: 155-204.
Drucker, P.  1936.  The Tolowa and Their Southwest Oregon Kin.  Univ. Calif. Publ. Amer. Arch. Ethn. 36: 221-300.
Du Bois, C.  1936.  The Wealth Concept as an Integrative Factor in Tolowa-Tututni Culture.  Essays in Anthropology Presented to A. L. Koreber, pp. 49-65. Berkeley.
"
Nb32,Shasta,Shasta,NA,1860,"Dixon, R. B.  1907.  The Shasta.  Bull. Amer. Mus. Nat. Hist. 17: 381-498.
Voegelin, E. W.  1942.  Northeast California.  Anth. Rec. 7: 47-251.
Holt, C.  1946.  Shasta Ethnography.  Anth. Rec. 3: 299-350.
Kroeber, A. L.  1925.  Handbook of the Indians of California.  Bull. Bur. Amer. Ethn. 78: 279-304.
"
Nb33,Chimariko,Chimariko,NA,1860,"Dixon, R. B.  1910.  The Chimariko Indians and Language. Univ. Calif. Publ. Amer. Arch. Ethn. 5: 295-380.
Driver, H. E.  1937.  Northwest California.  Anth. Rec. 1: 297-433.
"
Nb34,Karok,Karok,NA,1860,"Kroeber, A. L.  1925.  Handbook of the Indians of California.  Bull. Bur. Amer. Ethn. 78: 98-108.
Driver, H. E.  1937.  Northwest California.  Anth. Rec. 1: 297-433.
Gifford, E. W.  1922.  California Kinship Terminologies. Univ. Calif. Publ. Amer. Arch. Ethn. 18: 31-33.
"
Nb35,Hupa,Hupa,NA,1860,"Goddard, P. E.  1903.  Life and Culture of the Hupa. Univ.  Calif. Publ. Amer. Arch. Ethn. 1: 1-88.
Driver, H. E.  1937.  Northwest California.  Anth. Rec. 1: 297-433.
Kroeber, A. L.  1934.  Yurok and Neighboring Kin Term Systems.  Univ. Calif. Publ. Amer. Arch. Ethn. 35: 15-22.
Taylor, E.  1947.  Hupa birth rites.  Proceedings of the Indiana Academy of Science 57: 24-27.
Wallace, W. J.  1947.  Hupa child training--a study in primitive education.  Educational Administration and 
Supervision 33: 13-25.
"
Nb36,Wiyot,Wiyot,NA,1860,"Kroeber, A. L.  1925.  Handbook of the Indians of California.
Driver, H. E.  1939.  Northwest California.  Anth. Rec. 1: 297-433.
Gifford, E. W.  1922.  California Kinship Terminologies. Univ. Calif. Publ. Amer. ARch. Ethn. 18: 29-30.
"
Nb37,Lassik,Lassik,NA,1860,"Essene, F.  1940.  Round Valley.  Anth. Rec. 8: 1-97.
Gifford, E. W.  1922.  California Kinship Terminologies. Univ. Calif. Publ. Amer. Arch. Ethn. 18: 1-285.
"
Nb38,Mattole,Mattole,Mattoal,1860,"Nomland, G.  1938.  Bear River Ethnography.  Anth. Rec.2: 91-123.
Driver, H. E.  1939.  Nortwest California.  Anth. Rec.1: 297-433.
 
"
Nb39,Sinkyone,Sinkyone,NA,1860,"Nomland, G.  1935.  Sinkyone Notes.  Univ. Calif. Publ Amer. ARch. Ethn. 36: 149-178.
Driver, H. E.  1939.  Northwest California.  Anth. Rec. 1: 297-433.
"
Nb4,Yurok,Yurok,NA,1850,"Erickson, E. H. 1943. Observations on the Yurok: Childhood and World Image. University of California Publications in American Archaeology and Ethnology 25: 257-302.
Heizer, R. F., and J. E. Mills. 1952. The Four Ages of Tsurai. Berkeley.
Kroeber, A. L. 1960. Comparative Notes on the Structure of Yurok Culture. Washington State University Research Studies, Monographic Supplement 2: 1-576.
Kroeber, A. L. 1925. Handbook of the Indians of California. Bulletins of the Bureau of American Ethnology 78: 1-97.
Loeffelholz, K. von, ed. 1893. Die Zoreisch-Indianer der Trinidad-Bai. Mitteilungen der Anthropologischen Gesellschaft in Wien 23: 101-123.
Waterman, T. T., and A. L. Kroeber. 1934. Yurok Marriages. University of California Publications in American Archaeology and Ethnology 35: 1-14."
Nb5,Eyak,Eyak,NA,1890,"Birket-Smith, K., and F. de Laguna. 1938. The Eyak Indians of the Copper River Delta, Alaska. Copenhagen."
Nb6,Tolowa,Tolowa,NA,1870,"Drucker, P.  1936.  The Tolowa and Their Southwest Oregon Kin.  Univ. Calif. Publ. Amer. Arch. Ethn. 36: 221-300.
DuBois, C. A.  1932.  Tolowa Notes.  Amer. Anth. 34: 248-262.
Driver, H. E.  1937.  Northwest California.  Anth. Records 1: 297-433.
"
Nb7,Tsimshian,Tsimshian,NA,1880,"Garfield, V. E.  1939.  Tsimshian Clan and Society.  Univ. Wash. Publ. Anth. 7: 167-340.
Garfield, V. E. P. S. Wingate, and M. Barbeau.  1951.  The Tsimshian: Their Arts ad Music.  Publ. Amer. Ethn. Soc. 18: 1-290.
"
Nb8,Haisla,Haisla,Kitimat,1880,"Olson, R. I.  1940.  The Social Organization of the Haisla.  Anth. Rec. 2: 169-200.
Lopatin, I. A.  1945.  Social Life and Religion of the Indians in Kitimat, British Columbia.  Univ. Sou. Calif. Soc. Sci. Ser. 26: 1-107.
"
Nb9,Bellacoola,Bellacoola,NA,1880,"Boas, F. 1891. The Bilqula. Report, British Association for the Advancement of Science 61: 408-424.
Drucker, P. 1950. Northwest Coast. Anthropological Records 9: 157-294.
McIlwraith, T.F. 1948. The Bella Coola Indians. 2 vols. Toronto.
Smith, H.I. 1925. Sympathetic Magic and Witchcraft Among the Bellacoola. American Anthropologist 27: 116-121."
Nc1,Nomlaki,Nomlaki,Central Wintun,1850,"Goldschmidt, W.  1951.  Nomlaki Ethnography.  Univ. Calif. Publ. Amer. ARch. Ethnol. 42:  303-443.
"
Nc10,Achomawi,Achomawi,NA,1860,"Goldman, I.  1940.  The Alkatcho Carrier of British Columbia.  Acculturation in Seven American Indian Tribes, ed. R. Linton, pp. 333-389.  New York.
Goldman, I.  1941.  The Alkatcho Carrier.  Amer. Anth. 43: 396-418.
"
Nc11,Yana,Yana,Nozi,1860,"Gifford, E. W., and S. Klimek.  1936.  Yana.  Univ. Calif. Publ. Amer. Arch. Ethn. 37: 71-100.
Sapir, E., and L. Spier.  1943.  Notes on the Culture of the Yana.  Anth Rec. 3: 239-298.
Gifford, E. W.  1928.  Notes on Central Pomo and Northern Yana Society.  Amer. Anth. 30: 675-684.
Sapir, E.  1918.  Yana Terms of Relationship.  Univ. Calif. Publ. Amer. Arch. Ethn. 13: 153-173.
 
"
Nc12,Maidu,Maidu,Pujunan,1850,"Dixon, R. B.  1905.  The Northern Maidu Bull Amer. Mus. Nat. Hist. 17: 119-346.
Voegelin, E. W.  1942.  Northeast California.  Anth. Rec. 7: 47-251.
Gifford, E. W.  1922.  California Kinship Terminologies. Univ. Calif. Publ. Amer. Arch. Ethn. 18: 46-47.
"
Nc13,Nisenan,Nisenan,Southern Maidu,1850,"Beals, R. L.  1933.  Ethnology of the Nisenan.  Univ. Calif. Publ. Amer. Arch. Ethn. 31: 335-414.
Faye, P. L.  1923.  Notes on the Southern Maidu.  Univ. Calif. Publ. Amer. Arch. Ethn. 20: 35-56.
Voegelin, E. W.  1942.  Northeast California.  Anth. Rec. 7: 47-251.
"
Nc14,Wintu,Wintu,Northern Wintu,1860,"Du Bois, C.  1935.  Wintu Ethnography.  Univ. Calif. Publ. Amer. ARch. Ethn. 26: 1-148.
Voegelin, E. W.  1942.  Northeast California.  Anth. Rec. 7: 47-251.
Lee, D. D.  1940.  The Place of Kinship Terms in Wintu. Speech. Amer. Anth. 42: 604-616.
Gifford, E. W.  1922.  California Kinship Terminologies. Univ. Calif. Publ. Amer. Arch. Ethn. 18: 1-285.
Washington, F. B.  1909.  Notes on the northern Wintun Indians.  Journal of American Folklore 22: 92-95.
"
Nc15,Coast Yuki,Coast Yuki,NA,1860,"Gifford, E. W.  1939.  The Coast Yuki.  Anthropos 34: 292-375.
Driver, H. E.  1939.  Northwest California.  Anth. Rec. 1: 297-433.
"
Nc16,Huchnom,Huchnom,NA,1860,"Foster, G. M.  1944.  A Summary of Yuki Culture. Anth.Rec. 5: 155-244.
Gifford, E. W.  California Kinship Terminologies.  Univ. Calif. Publ. Amer. Arch. Ethn. 18: 118-119.
"
Nc17,Northern Pomo,Northern Pomo,NA,1860,"Essene, F.  1942.  Round Valley.  Anth. Rec. 8: 1-97.
Gifford, E. W., and A. I. Kroeber.  1937.  Pomo.  Univ. Calif. Publ. Amer. Arch. Ethn. 37: 117-254.
Gifford, E. W.  1922.  California Kinship Terminologies. Univ. Calif. Publ. Amer. Arch. Ethn. 18: 109-111.
"
Nc18,Eastern Pomo,Eastern Pomo,NA,1860,"Aginsky, B.W., and E.G. Aginsky. 1967. Deep Valley. N.Y.
Barrett, S.A. 1917. Ceremonies of the Pomo Indians. University of California Publications in American Archaeology and Ethnology 12: 397-441.
Barrett, S.A. 1952. Material Aspects of Pomo Culture. Bulletin, Public Museum of the City of Milwaukee 20: 1-508.
Barrett, S.A. 1916. Pomo Buildings. Holmes Anniversary Volume, pp. 1-17. Washington.
Barrett, S.A. 1908. The Ethno-geography of the Pomo and Neighboring Indians. University of California Publications in American Archaeology and Ethnology 6: 1-332.
Freeland, L.S. 1923. Pomo Doctors and Poisoners. Uniersity of California Publications in American Archaeology and Ethnology 20: 57-73.
Gifford, E.W. 1926. Clear Lake Pomo Society. University of California Publications in American Archaeology and Ethnology 18: 287-390.
Gifford, E.W., and A.L. Kroeber. 1937. Culture Element Distributions IV: Pomo. University of California Publications in American Archaeology and Ethnology 37: 117-254.
Kroeber, A.L. 1953. Handbook of Indians of California. Berkeley.
Loeb, E.M. 1926. Pomo Folkways. University of California Publications in American Archaeology and Ethnology 19: 149-405."
Nc19,Southern Pomo,Southern Pomo,NA,1860,"Gifford, E. W., and A. L. Kroeber.  1937.  Pomo.  Univ. Calif. Publ. Amer. Arch. Ethn. 37: 117-254.
Aginsky, B. W.  1935.  The Mechanics of Kinship.  Amer. Anth. 37: 450-457.
Gifford, E. W.  1922.  California Kinship Terminologies. Univ. Calif. Publ. Amer. Arch. Ethn. 18: 113-115.
"
Nc2,Tubatulabal,Tubatulabal,NA,1850,"Voegelin, E. W.  1938.  Tubatulabal Ethnography.  Anth. Records 2: 1-84.
Gifford, E. W.  1917.  Tubatulabal and Kawaiisu Kinship Terms.  Univ. Calif. Publ. Amer. Arch. Ethn. 12: 219-248.
"
Nc20,Wappo,Wappo,NA,1860,"Driver, H. E.  1936.  Wappo Ethnography.  Univ. Calif. Publ. Amer. ARch. Ethn. 36: 179-220.
Gifford, E. W.  1922.  California Kinship Terminologies. Univ. Calif. Publ. Amer. Arch. Ethn. 18: 115-118.
Radin, P.  1924.  Wappo Texts.  Univ. Calif. Publ. Amer. ARch. Ethn. 19: 1-147.
"
Nc21,Lake Miwok,Lake Miwok,NA,1860,"Gifford, E. W., and A. L. Kroeber.  1937.  Pomo.  Univ. Calif. Publ. Amer. Arch. Ethn. 37: 117-254.
Gifford, E. W.  1922.  California Kinship Terminologies. Univ. Calif. ubl. Amer. Arch. Ethn. 18: 91-93.
"
Nc22,Patwin,Patwin,Southern Wintun,1850,"Kroeber, A. L.  1932.  The Patwin and Their Neighbors. Univ. Calif. Publ. Amer. Arch. Ethn. 29: 375-391.
McKern, W. C.  1922.  Functional Families of the Patwin. Univ. Calif. Publ. Amer. Arch. Ethn. 13: 235-258.
McKern, W. C.  1924.  Patwin Houses.  Univ. Calif. Publ. Amer. Arch. Ethn. 20: 159-171.
 Gifford, E. W., and A. L. Kroeber.  1937.  Pomo.  Univ. Calif. Publ. Amer. Arch. Ethn. 37: 117-254.
"
Nc23,Monachi,Monachi,Western Mono,1870,"Gayton, A. H.  1948.  Yokuts and Western Mono Ethnography. Anth. Rec. 10: 1-302.
Gayton, A. H.  1945.  Yokuts and Western Mono Social Organization. Amer. Anth. 47: 409-426.
Gayton, A. H.  1930.  Yokuts-Mono Chiefs and Shamans.  Univ. Calif. Publ. Amer. Arch. Ethn. 24: 361-420.
Driver, H. E.  1937.  Southern Sierra Nevada.  Anth. Rec. 1: 53-154.
Aginsky, B. W.  1943.  Central Sierra.  Anth. Rec. 8: 393-468.
Gifford, E. W.  1922.  California Kinship Terminologies. Univ. Calif. Publ. Amer. Arch. Ethn. 18: 1-285.
"
Nc24,Lake Yokuts,Lake Yokuts,NA,1860,"Beals, R.L. and J.A. Hester. 1958. A Lacustrine Economy in California, Miscellanea Paul Rivet Octogenario Dictata 1: 211-217. Mexico.
Cook, S.F. 1955. The Aboriginal Population of the San Joaquin Valley. Anthropological Records 16: 31-81.
Gayton, A.H. 1936. Estudillo Among the Yokuts. Essays in Anthropology presented to A.L. Kroeber, ed. R.H. Lowie, pp. 67-85. Berkeley.
Gayton, A.H. 1948. Yokuts and Western Mono Ethnography. Anthropological Records 10: 1-301.
Kroeber, A.L. 1925. Handbook of the Indians of California. Bulletins of the Bureau of American Ethnology 78: 474-543.
Latta, F.F. 1949. Handbook of Yokuts Indians. Oildale.
Powers, S. 1877. Tribes of California. Contributions to North American Ethnology 3: 369-392."
Nc25,Wukchumni,Wukchumni,Central Foothills Yokuts,1860,References the same as for Nc24: Lake Yokuts.
Nc26,Salinan,Salinan,NA,1770,"Mason, J. A.  1912.  The Ethnology of the Salinan Indians. Univ. Calif. Publ. Amer. Arch. Ethn. 10: 97-240.
Harrington, J. P. 1942.  Central California Coast.  Anth. Rec. 7: 1-46.
"
Nc27,Kawaiisu,Kawaiisu Shoshoni,NA,1860,"Gifford, E. W.  1917.  Tubatulabal and Kawaiisu Kinship Terms.  Univ. Calif. Publ. Amer. Arch. Ethn.  12: 219-248.
Driver, H. E.  1937.  Southern Sierra Nevada.  Anth. Rec. 1: 53-154.
"
Nc28,Chumash,Chumash,NA,1800,"Harrington, J. P.  1942.  Central California Coast.  Anth. Rec. 7: 1-46.
Kroeber, A. I.  1925.  Handbook of the Indians of California.  Bull. Bur. Amer. Ethn. 78: 550-568.
"
Nc29,Gabrielo,Gabrielo,NA,1770,"Johnson, B. E.  1962.  California's Gabrielino Indians. F. W. Hodge Anniv. Publ. Fund 8: 1-198.
Reid, H.  1885.  Account of the Indians of Los Angeles County.  Bull. Essex Inst. 17: 1-33.  (Reprinted, Los Angeles, 1926.)
Harrington, J. P.  1942.  Central California Coast.  Anth. Rec. 7: 1-46.
Kroeber, A. I.  1925.  Handbook of the Indians of California.  Bull Bur. Amer. Ethn. 78: 620-635.
"
Nc3,Yokuts,Yokuts,NA,1850,"Gayton, A. H.  1948.  Yokuts and Western Mono Ethnography. Anth. Records 10:  1-302.
Kroeber, A. L.  1925.  Handbook of the Indians of California.  Bull. Bur. Amer. Ethn. 78: 474-534.
Gayton, A. H.  1930.  Yokuts-Mono Chiefs and Shamans. Univ. of Calif. Publ. Amer. ARch. Ethn. 24:  361-420.
Driver, H. E.  1937.  Southern Sierra Nevada.  Anth. Rec. 1: 53-154.
"
Nc30,Serrano,Serrano,NA,1870,"Strong, W. D.  1929.  Aboriginal Society in Southern California.  Univ. Calif. Publ. Amer. Arch. Ethn. 26: 5-35.
Benedict, R.  1924.  A Brief Sketch of Serrano Culture. Amer. Anth. 26: 366-392.
Drucker, P.  1937.  Southern California.  Anth. Rec. 1: 1-52.
Gifford, E. W.  1918.  Clans and Moieties in Southern California.  Univ. Calif. Publ. Amer. Arch. Ethn. 14: 178-186.
Gifford, E. W.  1922.  California Kinship Terminologies.  Univ. Calif. Publ. Amer. Arch. Ethn. 18: 53-56.
"
Nc31,Cahuilla,Cahuilla,NA,1870,"Hooper, L.  1920.  The Cahuilla Indians.  Univ. Calif. Publ. Amer. Arch. Ethn. 16: 316-380.
Strong, W. D.  1929.  Aboriginal Society in Southern California.  Univ. Calif. Publ. Amer. Arch. Ethn. 26: 36-273.
Drucker, P.  1937.  Southern California.  Anth. Rec. 1: 1-52.
Gifford, E. W.  1918.  Clans and Moieties in Southern California.  Univ. Calif. Publ. Amer. Arch. Ethn. 14: 186-201.
Gifford, E. W.  1922.  California Kinship Terminologies.  Univ. Calif. Publ. Amer. Arch. Ethn. 18: 56-60.
"
Nc32,Cupeno,Cupeno,NA,1870,References the same as for Nc31: Cahuilla.
Nc33,Luiseno,Luiseno,NA,1860,"Sparkman, P. S.  1908.  The Culture of the Luiseno Indians.  Univ. Calif. Publ. Amer. ARch. Ethn. 8: 187-234.
Du Bois, C. G.  1908.  The Religion of the Luiseno Indians.  Univ. Calif. Publ. Amer. Arch. Ethn. 8: 69-186.
Drucker, P.  1937.  Southern California.  Anth. Rec. 1: 1-52.
Gifford, E. W.  1918.  Clans and Moieties in Southern California.  Univ. Calif. Publ. Amer. Arch. Ethn. 14: 201-214.
Strong, W. D.  1929.  Aboriginal Society in Southern California.  Univ. Calif. Publ. Amer. Arch. Ethn. 26: 274-328.
Kroeber, A. L.  1917.  California Kinship Systems.  Univ. Calif. Publ. Amer. Arch. Ethn. 12: 339-396.
Harrington, J. P.  1934.  A New Original Version of Boscana's Historical Account of the San Juan Capistrano Indians.  Smiths. Misc. Coll. 92: iv,1-62.
Malccot, A.  1964.  Luiseno.  Philadelphia.
White, R. C.  1963.  Luiseno Social Organization.  Univ. Calif. Publ. Amer. Arch. Ethn. 48: 91-194.
 
        
"
Nc34,Kiliwa,Kiliwa,NA,1880,"Meigs, P.  1939.  The Kiliwa Indians of Lower California. Ibero-Americana 15: 1-113.
"
Nc4,Atsugewi,Atsugewi,NA,1860,"Garth, T. R.  1953.  Atsugewi Ethnography.  Anth. Records 14: 129-212.
Garth, T. R.  1944.  Kinship Terminology, Marriage Practices and Behavior Toward Kin Among the Atsugewi.  Amer. Anth. 46: 348-361.
Voegelin, E. W.  1942.  Northeast California.  Anth. Records 7: 47-251.
"
