ID,Name,Orig.latitude,Orig. longitude,revised.latitude,revised.longitude,B501_SUBPOP,B501_TLPOP,B501_Area,B501_Density,B501_Gather,B501_Hunt,B501_Fish,B501_SUBSP,B501_GRPPAT,B501_GROUP1,B501_GROUP2,B501_GROUP3,B501_NOMOV,B501_DISMOV,B501_VEGNU,B501_SOIL,B603_NoDataPts,B603_MHt,B603_FHt,B603_HtQual,B603_MWt,B603_FWt,B603_WtQual,B603_References,B801_NoDataPts,B801_Grp1_Disp,B801_Grp2_Agg,B801_PeriodicAgg,B801_References,B804_NoDataPts,B804_NoMovesYear,B804_DistMoved,B804_Ref,B807_NoDataPts,B807_PctPolygyny,B807_PctPolygynyQual,B807_MMarrAge,B807_FMarrAge,B807_References,B901_NoDataPts,B901_SYSTATE3,B901_MHSSET,B901_MHSET2,B901_FAMHOUS,B901_G2MHS,B901_G2MHSET2,B901_G2MHSET3,B901_G2BASORD,B901_PREVALUE,B901_PREDG2MH,B901_G1FAMSZ,B901_G2FAMSZ,B901_G1MHS,B901_POLYSCAL,B901_POLPOS,B901_CLASS,B901_PEROGAT,B901_MONEY,B901_OCCSPE,B901_COMMON,B901_COMSTFUN,B901_OWNERS
B181,Tututni,42.61,-124.04,42.61,-124.04,n,2200.00,32.80,67.07,10.00,30.00,60.00,3,2,0.00,60.00,0.00,5.00,75.00,11,U,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,60,NA,Gray 1987:56,1,5,75,Gray 1987:48-51,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2,1,2,4,4,2,2,3,2
B182,Karok,41.58,-123.47,41.58,-123.47,n,1500.00,32.00,46.90,35.00,10.00,55.00,3,2,0.00,30.00,0.00,0.10,0.00,11,U,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,NA,Cook 1956:98,1,0.1,0.1,Schenck and Gifford 1952:387-92,NA,NA,NA,NA,NA,NA,1,6,2,3,NA,4,1,1,3,7.98,6.35,NA,NA,NA,3,1,2,1,4,3,2,5,2
B183,Atsugewi,40.75,-121.12,40.75,-121.12,n,1300.00,72.50,17.93,35.00,40.00,25.00,1,1,0.00,0.00,0.00,0.00,0.00,11,M5,1,1630,1540,NA,NA,NA,NA,Gifford 1926b:232-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,3,1,4,5,3
B184,Wiyot,40.75,-124.14,40.75,-124.14,n,1390.00,13.20,107.93,30.00,5.00,65.00,3,2,0.00,33.00,0.00,1.00,12.00,11,U,1,1650,1560,NA,NA,NA,NA,Gifford 1926b:232-33,1,NA,33,NA,Cook 1956:97,1,1,12,Schalk 1978:125,NA,NA,NA,NA,NA,NA,1,6,2,3,NA,3.59,1,1,4,8.57,6.97,NA,NA,NA,3,1,2,1,4,3,1,3,2
B185,Mountain Maidu,40.28,-120.56,40.28,-120.56,n,1900.00,81.00,23.50,50.00,30.00,20.00,2,1,0.00,40.00,0.00,4.00,28.00,25,U,1,1630,1530,NA,NA,NA,NA,Gifford 1926b:232-33,1,NA,40,NA,Cook and Heizer 1965:71,1,4,28,"Dixon 1905:201, 225",1,NA,NA,17.5,15.5,Dixon 1905:370,1,6,4,5,NA,6.67,3,1,4,9.95,8.42,NA,NA,NA,2,1,2,1,3,1,5,5,3
B186,Yurok,41.40,-123.89,41.40,-123.89,n,2500.00,19.00,131.00,20.00,10.00,70.00,3,2,0.00,45.00,0.00,2.00,24.00,11,U,1,1640,1530,NA,NA,NA,NA,Gifford 1926b:232-33,1,NA,45,NA,Cook 1956:101; Schalk 1978:125,1,2,24,Schalk 1978:125,1,4,NA,18,14.5,Heizer and Mills 1952:145,1,6,2,3,NA,6.03,3,1,5,10.93,9.46,NA,NA,NA,2,1,2,1,4,3,1,3,2
B187,Achomawi,41.32,-121.19,41.32,-121.19,n,1700.00,98.50,17.25,30.00,40.00,30.00,1,1,0.00,23.00,275.00,3.00,64.00,25,M5,1,1670,1530,NA,NA,NA,NA,Gifford 1926b:232-33,1,NA,23,275,Kroeber 1962:36-37,1,3,64,Kniffen 1926:303,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,2,2,3,1,4,5,3
B188,Modoc,42.00,-121.31,42.00,-121.31,n,2000.00,90.00,22.89,45.00,30.00,25.00,2,2,15.00,92.00,157.00,9.00,45.00,25,M5,1,1620,1550,NA,NA,NA,NA,Gifford 1926b:232-33,1,15,92,157,Ray 1963:204,1,9,45,Ray 1963:180-211,1,5,NA,18,15,"Ray 1963:83, 90",1,6,3,4,NA,9.2,4,2,7,9.23,9.23,NA,NA,1.5,2,1,2,1,4,2,2,2,3
B189,Klamath,42.62,-121.50,42.62,-121.50,n,1200.00,89.80,13.36,30.00,20.00,50.00,3,1,18.00,31.00,97.00,6.00,84.00,17,M5,1,1670,1600,NA,NA,NA,NA,Gifford 1926b:232-33,1,18,31,97,"Spier 1930:5-8, 23",1,6,84,Spier 1930:11,1,20,NA,NA,14.5,"Spier 1930:45, 52-54",1,6,2,3,NA,3.13,1,1,4,8.18,6.55,NA,NA,1.82,2,1,2,1,3,2,2,2,3
B190,Guaicura,25.00,-111.54,25.00,-111.54,n,977.00,162.90,6.00,70.00,15.00,15.00,2,1,11.70,45.00,128.30,8.00,135.00,27,D,NA,NA,NA,NA,NA,NA,NA,NA,1,11.7,45,128,Aschmann 1967:122,1,8,135,Baegert 1863:361-65; 1865:391,1,18,NA,NA,12,Baegert 1863:367-68,1,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,1,1,1,1,1,3,1,1
B191,Chichimec,22.00,-100.00,22.00,-100.00,n,3000.00,333.00,9.00,65.00,20.00,15.00,2,1,0.00,0.00,0.00,0.00,0.00,13,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,1,1,1,1,1
B192,Death Valley Shoshoni,36.52,-116.81,36.52,-116.81,n,42.00,32.70,1.29,75.00,25.00,0.00,2,1,7.50,22.50,45.00,13.00,225.00,17,D,NA,NA,NA,NA,NA,NA,NA,NA,1,7.5,22.5,45,Steward 1938:85-91,1,13,225,Steward 1938:91-93,1,13,NA,20,18,"Smith 1978:439; Steward 1938:87-88, 91",1,4,2,3,NA,5.71,1,1,2,6.51,4.79,NA,NA,1.9,1,1,1,1,3,1,1,1,1
B193,Karankawa,28.44,-96.91,28.44,-96.91,n,2800.00,133.00,21.00,30.00,15.00,55.00,3,1,0.00,0.00,225.00,0.00,0.00,8,V,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,225,Stiles 1906:80-87,NA,NA,NA,NA,1,2,<,NA,NA,Schaedel 1949:124,1,5,NA,NA,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,1,1,4,1,3
B194,Coahuilenos,26.00,-102.07,26.00,-102.07,n,600.00,373.00,1.68,65.00,30.00,5.00,2,1,9.00,31.00,153.00,0.00,0.00,27,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,NA,14.86,6,3,5,3.92,3.92,NA,NA,3.26,1,1,1,1,1,1,4,1,1
B195,Panamint Shoshoni,36.37,-117.33,36.37,-117.33,n,500.00,236.00,2.12,65.00,35.00,0.00,2,1,7.50,22.50,0.00,11.00,220.00,27,D,NA,NA,NA,NA,NA,NA,NA,NA,1,7.5,22.5,NA,Steward 1938:84,1,11,220,Steward 1938:84-85,1,5,NA,NA,NA,Steward 1938:85,1,4,2,3,0.72,5.61,1,1,2,6.51,4.79,1.34,4.02,1.87,2,1,1,1,3,1,4,2,1
B196,Yavapai,33.37,-110.50,33.37,-110.50,x,600.00,405.00,1.48,60.00,35.00,5.00,2,2,0.00,107.00,0.00,9.00,18.00,23,D,1,1740,1600,NA,71,63,NA,Corbusier 1886:278-79,1,NA,107,NA,Gifford 1932a:180-89,1,9,18,Corbusier 1886:283; Gifford 1932:206-13,1,4.5,NA,17,14.5,"Corbusier 1886:330; Gifford 1932a:191, 195",1,2,5,1,NA,32.42,7,3,8,5.03,5.03,NA,NA,NA,3,1,1,3,1,1,5,1,1
B197,Koso Mountain Shoshoni,36.12,-117.70,36.12,-117.70,n,222.00,25.90,8.57,60.00,40.00,0.00,2,1,13.50,55.00,0.00,14.00,220.00,27,D,NA,NA,NA,NA,NA,NA,NA,NA,1,13.5,55,NA,Steward 1938:80-84,1,14,220,Steward 1936:81-83,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2,1,1,1,3,1,4,1,1
B198,Walapai,35.95,-114.50,35.95,-114.50,x,1000.00,259.00,3.86,65.00,35.00,0.00,2,2,7.00,27.80,60.00,4.00,105.00,23,D,1,1684,1577,NA,NA,NA,NA,Hrdlidca 1909:413,1,7,28,60,"Hayden 1936:142, 165-68, 70; Kroeber 1935:45",1,4,105,Knifen 1935:38-45,1,4.5,NA,21,18.5,"Kroeber 1935:141, 143",1,2,2,3,1.59,4.96,1,1,3,7.55,5.89,1.98,7.88,1.25,2,1,1,3,1,1,4,2,3
B199,Kawaiisu Shoshoni,35.37,-118.00,35.37,-118.00,n,500.00,42.00,11.90,60.00,40.00,0.00,2,1,15.00,31.00,45.00,9.00,150.00,25,D,NA,NA,NA,NA,NA,NA,NA,NA,1,15,31,45,Voegelin 1938:48,1,9,150,LRB estimate,1,3,NA,NA,NA,Zigmond 1986:404,1,4,2,3,NA,4.68,1,1,4,8.18,6.55,NA,NA,1.87,3,2,1,1,3,1,1,2,1
B200,Saline Valley Shoshoni,36.65,-117.79,36.65,-117.79,n,65.00,28.00,2.32,60.00,40.00,0.00,2,1,9.00,30.00,65.00,14.00,180.00,25,D,NA,NA,NA,NA,NA,NA,NA,NA,1,9,30,65,"Steward 1938:77, 78, 80",1,14,180,Steward 1936:76-80,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,2,1
B201,Antarianunts Southern Paiute,37.86,-110.72,37.86,-110.72,n,234.00,68.00,3.45,50.00,35.00,15.00,2,1,0.00,0.00,0.00,10.00,200.00,25,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,200,LRB estimate,1,3.5,NA,15,12,Kelly 1964:100; Kelly and Fowler 1986:377-80,1,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1
B202,Owens Valley Paiute (Eastern Mono),36.88,-118.18,36.88,-118.18,n,2100.00,55.20,38.04,65.00,30.00,5.00,2,2,13.00,64.00,300.00,2.00,17.00,25,D,1,1640,1560,NA,NA,NA,NA,Gifford 1926b:232-33,1,13,64,300,Liljeblad and Fowler 1986:414-15; Steward 1938:110,1,2,17,"Steward 1933:238-39,263-66",2,4,NA,15,12.5,Lowie 1909:210; Steward 1933:295,1,4,5,1,1.34,13.06,5,3,6,4.31,4.31,3.54,17.44,2.65,3,1,1,4,3,1,2,3,1
B203,Kawich Mountain Shoshoni,37.92,-116.45,37.92,-116.45,n,105.00,52.60,1.99,55.00,45.00,0.00,2,1,9.50,19.50,42.00,12.00,270.00,25,D,NA,NA,NA,NA,NA,NA,NA,NA,1,9.5,19.5,42,Steward 1938:110,1,12,270,Thomas 1983:29-30,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,1,1,1,4,1,1
B204,Kaibab Souther Paiute,36.90,-112.55,36.90,-112.55,n,425.00,114.60,3.71,60.00,40.00,0.00,2,1,10.10,21.20,70.00,8.00,200.00,25,D,1,1667,1521,NA,NA,NA,NA,Hrdli6ka 1909:408,3,9.85,24.73333333,128.6666667,"Kelly 1964:11-22; Euler and Fowler 1966:35, 101; Stale and Evans 1978:183",1,8,200,"Kelly 1964:12,14",1,3,NA,19,15.5,Kelly 1964:99-100; Kelly and Fowler 1986:377,1,4,2,3,NA,5.18,1,1,2,6.26,4.52,NA,NA,2.47,1,1,1,1,1,1,4,1,1
B205,Mono Lake Paiute,38.11,-118.45,38.11,-118.45,n,170.00,28.80,5.90,48.00,45.00,7.00,2,1,9.60,25.00,0.00,11.00,215.00,25,D,NA,NA,NA,NA,NA,NA,NA,NA,1,9.6,25,NA,Davis 1965:36,1,11,215,Davis 1965:29-31,1,10,<,NA,NA,Davis 1965:17,1,4,2,3,NA,6.54,2,1,3,7.00,5.31,NA,NA,2.51,2,2,1,1,3,1,4,1,1
B206,Deep Springs Paiute,37.28,-118.00,37.28,-118.00,n,23.00,6.50,3.54,55.00,45.00,0.00,2,1,0.00,23.00,0.00,8.00,195.00,25,D,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,23,NA,Steward 1938:58-59,1,8,195,Steward 1938:58-60,1,11,NA,18,15,Fowler and Liljeblad 1986:449; Steward 1938:58-59,1,4,2,3,NA,5,1,1,3,6.61,4.89,NA,NA,NA,2,1,1,1,3,1,1,2,1
B207,Salmon Eater Shoshoni,42.94,-115.30,42.94,-115.30,n,400.00,57.90,6.90,30.00,50.00,20.00,1,1,11.20,34.00,119.00,12.00,210.00,25,D,NA,NA,NA,NA,NA,NA,NA,NA,1,11.2,34,119,Gould pers. comm. 1992,1,12,210,Gould and Plew 1996:64-66; Steward 1938:165-72,NA,NA,NA,NA,NA,NA,1,4,5,1,1.47,7.08,4,2,4,5.40,5.4,3.43,10.4,2.33,2,1,1,1,1,1,5,1,1
B208,Kuyuidokado (Pyramid Lake Paiute),40.00,-119.60,40.00,-119.60,n,485.00,26.20,18.53,50.00,20.00,30.00,2,1,0.00,50.00,320.00,3.00,33.00,25,M,1,1683,NA,NA,NA,NA,NA,Boas 1899:753,1,NA,50,320,"Fowler and Liljeblad 1986:443, 457",1,3,33,LRB estimate,NA,NA,NA,NA,NA,NA,1,4,5,1,1.29,11.36,5,3,5,4.07,4.07,NA,14.66,NA,2,1,1,1,1,1,1,1,1
B209,Ute-timanogas,40.22,-111.81,40.22,-111.81,n,480.00,138.80,3.47,40.00,30.00,30.00,2,1,17.50,50.00,160.00,0.00,0.00,25,U,1,1661,NA,NA,NA,NA,NA,Boas 1899:753,1,17.5,50,160,"Janetski 1983:53-54, 75",NA,NA,NA,NA,1,10,NA,NA,NA,Callaway et al. 1986:352,1,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,1,1,2,1,1,1,2,1
B210,Cattail Paiute,40.12,-118.37,40.12,-118.37,n,481.00,21.80,22.00,50.00,30.00,20.00,2,1,18.00,46.00,130.00,5.00,90.00,25,U,NA,NA,NA,NA,NA,NA,NA,NA,1,18,46,130,"Fowler 1992:35-37, 154",1,5,90,Fowler 1992:25-42,1,17,NA,18,16,"Fowler 1992:152, 155",1,4,5,1,NA,10.36,5,3,5,4.00,4,NA,NA,4.05,2,1,1,1,1,1,1,1,1
B211,Fish Lake Paiute,37.69,-118.14,37.69,-118.14,n,100.00,25.70,3.89,50.00,30.00,20.00,2,1,10.50,27.00,101.00,9.00,150.00,25,D,NA,NA,NA,NA,NA,NA,NA,NA,1,10.5,27,101,Steward 1938:61,1,9,150,Steward 1938:64-68,1,5,NA,NA,NA,Steward 1938:62-64,1,4,2,3,1.25,6.16,2,1,3,7.40,5.72,3,7.71,2.4,2,1,1,1,1,1,1,1,1
B212,Honey Lake Paiute,40.27,-120.44,40.27,-120.44,n,385.00,36.30,10.60,40.00,50.00,10.00,1,1,0.00,0.00,0.00,9.00,165.00,25,U,1,1669,1600,NA,NA,NA,NA,Gifford 1926b:232-33,NA,NA,NA,NA,NA,1,9,165,Riddell 196o:21-44,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,3,1,1,1,1
B213,Hukundika Shoshoni,41.55,-112.22,41.55,-112.22,n,1000.00,337.60,2.96,45.00,35.00,20.00,2,1,0.00,24.00,138.00,12.00,250.00,25,D,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,24,138,Steward 1938:177,1,12,250,Steward 1938:178-79,NA,NA,NA,NA,NA,NA,1,4,2,3,NA,5.54,1,1,3,6.81,5.1,NA,NA,NA,2,1,1,2,1,1,1,1,1
B214,Gosiute Shoshoni,39.88,-114.00,39.88,-114.00,n,435.00,259.70,1.67,50.00,40.00,10.00,2,1,10.00,33.00,150.00,13.00,228.00,25,D,NA,NA,NA,NA,NA,NA,NA,NA,1,10,33,150,Steward 1938:132,1,13,228,Steward 1938:132-39,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
B215,Spring Valley Shoshoni,39.19,-114.48,39.19,-114.48,n,378.00,62.60,6.09,45.00,55.00,0.00,1,1,11.00,24.00,180.00,0.00,0.00,25,D,NA,NA,NA,NA,NA,NA,NA,NA,1,11,24,130,Steward 1938:124-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,3,NA,5.3,1,1,3,6.81,5.1,NA,NA,2.43,2,1,1,1,1,1,5,1,1
B216,White Knife Shoshoni,41.00,-117.31,41.00,-117.31,n,500.00,42.70,11.71,40.00,45.00,15.00,1,1,11.40,23.00,180.00,0.00,0.00,25,D,1,1665,NA,NA,NA,NA,NA,Boas 1899:753,1,12,23,180,Lowie 1924:284; Steward 1938:161,NA,NA,NA,NA,1,10,<,NA,NA,Harris 1940:49,1,4,2,3,0.82,5.58,1,1,3,6.61,4.89,2.28,4.6,2.77,1,1,1,1,1,1,5,1,1
B217,Railroad Valley Shoshoni,38.33,-115.78,38.33,-115.78,n,250.00,58.40,4.28,55.00,45.00,0.00,2,1,11.00,32.00,70.00,5.00,90.00,25,D,NA,NA,NA,NA,NA,NA,NA,NA,1,11,32,70,Steward 1938:117,1,5,90,Steward 1938:118-21,1,20,NA,NA,NA,Steward 1938:118,1,4,5,1,NA,7.64,4,2,4,5.27,5.27,NA,NA,2.63,2,1,1,1,1,1,5,1,1
B218,Reese River Shoshoni,39.25,-117.32,39.25,-117.32,n,390.00,23.40,16.70,45.00,40.00,15.00,2,1,10.00,30.00,132.00,8.00,130.00,25,D,NA,NA,NA,NA,NA,NA,NA,NA,1,10,30,132,"Steward 1938:101, 108",1,8,130,Steward 1938:100-5,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,1,1,1,5,1,1
B219,North Fork Mono Paiute,37.00,-119.07,37.00,-119.07,n,385.00,24.00,16.04,40.00,45.00,15.00,1,1,0.00,29.00,0.00,0.00,0.00,11,U,1,1650,1560,NA,NA,NA,NA,Gifford 1926b:232-33,1,NA,29,NA,Cook 1955:37,NA,NA,NA,NA,1,18,NA,NA,NA,Whiting 1964:531,1,6,5,1,0.87,6.79,4,2,3,5.07,5.07,NA,5.88,NA,2,1,2,4,3,1,4,3,2
B221,Grouse Creek Shoshoni,41.59,-113.94,41.59,-113.94,n,200.00,122.00,1.64,40.00,45.00,15.00,1,1,16.00,38.00,78.00,14.00,315.00,25,D,NA,NA,NA,NA,NA,NA,NA,NA,1,16,38,78,Steward 1938:174,1,14,315,Steward 1938:173-77,1,15,NA,NA,NA,Steward 1938:174-75,1,4,5,1,0.95,9.11,5,3,4,3.87,3.87,3.65,8.68,3.84,2,1,1,1,1,1,1,1,1
B222,Southern Ute (Wimonantci Ute),37.67,-109.00,37.67,-109.00,n,405.00,156.00,2.60,35.00,55.00,10.00,1,1,0.00,37.00,102.00,0.00,0.00,25,D,1,1668,1537,NA,NA,NA,NA,Hrdlkka 1909:409,1,NA,37,102,Callaway et al. 1986:352; Smith 1974:123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,NA,7.4,4,2,4,5.60,5.6,NA,NA,NA,3,1,1,2,1,1,1,1,1
B223,Bear Creek Paiute,43.94,-120.49,43.94,-120.49,n,60.00,54.00,1.10,45.00,50.00,5.00,1,1,16.00,40.00,0.00,0.00,0.00,25,M,NA,NA,NA,NA,NA,NA,NA,NA,1,16,40,NA,Lowie 1924:284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
B224,Antelope Valley Shoshoni,40.19,-114.24,40.19,-114.24,n,78.00,58.40,1.13,50.00,40.00,10.00,2,1,12.50,20.00,110.00,0.00,0.00,25,D,NA,NA,NA,NA,NA,NA,NA,NA,1,12.5,20,110,Steward 1938:130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,3,0.98,4.68,1,1,2,6.02,4.27,2.86,4.58,2.93,1,1,1,1,1,1,5,1,1
B225,Washo,39.08,-119.82,39.08,-119.82,n,1877.00,126.00,14.90,48.00,37.00,15.00,2,1,9.00,29.00,0.00,7.00,198.00,25,D,1,1730,1580,NA,NA,NA,NA,Gifford 1926b:232-33,1,9,29,NA,Price 1962:40,1,7,198,Downs 1966:12-37,1,6.6,NA,14.5,13,d'Azevedo 1963:109; Price 1962:8-9,1,4,5,1,NA,7.25,4,2,3,5.07,5.07,NA,NA,2.25,2,1,1,1,1,1,1,1,1
B226,Kidutokado (Surprise Valley Paiute),41.50,-120.06,41.50,-120.06,n,367.00,27.00,13.59,50.00,30.00,20.00,2,1,12.90,28.40,100.00,9.00,210.00,25,M,NA,NA,NA,NA,NA,NA,NA,NA,1,13,28,100,"Kelly 1932:78, 105",1,9,210,"Kelly 1932:78,105-6",2,14.5,NA,19,14.25,"Kelly 1932:163, 164; Brink 1969:70-72",1,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,2,1,1,1,1,1
B227,Wind River Shoshoni,43.19,-108.86,43.19,-108.86,n,1500.00,960.00,1.87,20.00,65.00,15.00,1,1,16.00,50.00,200.00,0.00,0.00,18,D,NA,NA,NA,NA,NA,NA,NA,NA,1,16,50,200,Shimkin 1947:255; Steward 1974:373,NA,NA,NA,NA,1,NA,NA,NA,17.5,Lowie 1924:227,1,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,2,1,3,1,1,2,1,1
B228,Wadadika (Ruby Valley Shoshoni),40.36,-115.39,40.36,-115.39,n,450.00,32.60,13.79,55.00,37.00,8.00,2,1,21.00,48.00,65.00,7.00,120.00,25,D,NA,NA,NA,NA,NA,NA,NA,NA,1,21,48,65,Steward 1938:145-46,1,7,120,"Steward 1938:figure 11,147-49",NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,1,1,2,1,1,5,1,1
B229,Bohogue (Northern  Shoshoni),43.00,-112.00,43.00,-112.00,n,380.00,365.40,1.04,30.00,55.00,15.00,1,1,12.00,60.00,0.00,0.00,0.00,25,D,NA,NA,NA,NA,NA,NA,NA,NA,1,12,60,NA,Steward 1938:209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,6,NA,9.05,5.23,14.05,2.08,3,1,2,2,1,1,2,1,3
B230,Uintah Ute,40.47,-110.22,40.47,-110.22,n,1750.00,233.70,7.48,40.00,35.00,25.00,2,1,16.00,43.00,169.00,0.00,0.00,25,U,1,1641,NA,1,NA,NA,NA,Boas 1899:753,1,16,43,169,Steward 1974:147,NA,NA,NA,NA,1,NA,NA,NA,15.5,Stewart 1941:296,1,1,2,3,2.52,5.58,2,1,5,10.53,NA,2.08,NA,2.63,3,1,1,2,1,1,1,2,1
B231,Wadadokado Paiute,43.25,-119.14,43.25,-119.14,n,200.00,160.80,1.24,45.00,35.00,20.00,2,1,11.00,0.00,0.00,11.00,250.00,25,M,NA,NA,NA,NA,NA,NA,NA,NA,1,11,NA,NA,Whiting 1950:19,1,11,250,Whiting 1950:17-19,1,12,NA,19,16.5,Whiting 1950:100,1,5,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,2.03,2,1,1,2,1,1,1,2,1
B232,Agaiduka Shoshoni,45.17,-113.84,45.17,-113.84,n,550.00,88.10,6.24,20.00,55.00,25.00,1,1,18.30,0.00,300.00,13.00,270.00,25,D,1,1665,NA,1,NA,NA,NA,Boas 1899:753,1,18.3,NA,300,Steward 1938:186-89,1,13,270,Steward 1938:187-92,1,NA,NA,NA,14,Steward 1938:195,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,2,1,1,1,1,1,1,1,1
B233,Little Smokey Shoshoni,39.33,-115.84,39.33,-115.84,n,96.00,52.60,1.82,45.00,55.00,0.00,1,1,16.00,0.00,96.00,11.00,260.00,25,D,NA,NA,NA,NA,NA,NA,NA,NA,1,16,NA,96,Steward 1938:113,1,11,260,"Steward 1938:114-15, figure 8",1,10,NA,NA,NA,Steward 1938:113-14,1,4,NA,NA,NA,NA,NA,NA,NA,NA,6.13,NA,NA,2.85,1,1,1,1,1,1,5,1,1
B234,Uncompahgre Ute,38.14,-107.80,38.14,-107.80,n,1100.00,256.40,4.29,35.00,50.00,15.00,1,1,17.00,45.00,150.00,0.00,0.00,25,U,1,1628,NA,1,NA,NA,NA,Boas 1899:753,1,17,45,150,Steward 1974:147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,5,NA,7.55,4,2,5,6.13,4.49,NA,NA,5,1,1,2,1,1,4,2,1,NA
B240,Lipan Apache,28.96,-98.48,28.96,-98.48,x,500.00,980.00,0.51,60.00,35.00,5.00,2,1,25.00,75.00,166.00,18.00,480.00,18,D,1,1691,1568,NA,NA,NA,NA,Hrdlicka 1909:412,1,25,75,166,Basehart pers. comm. 1972; Swanton 1952:323,1,18,480,Basehart pers. comm. 1972,NA,NA,NA,NA,NA,NA,1,1,5,1,NA,15,5,3,7,4.49,NA,NA,NA,NA,3,1,1,1,1,1,2,1,3
B241,Comanche,36.83,-100.50,36.83,-100.50,n,3500.00,1500.00,2.33,20.00,80.00,0.00,1,1,60.00,269.00,650.00,0.00,0.00,13,M,1,1678,1562,NA,NA,NA,NA,Goldstein 1934:299,1,60,269,650,Wallace and Hoebel 1952:23,NA,NA,NA,NA,1,25,NA,27,16,"Wallace and Hoebel 1952:126, 133, 142",1,1,5,1,NA,42.83,7,3,11,7.76,7.76,NA,NA,9.55,3,1,2,3,1,1,2,1,3
B242,Chiricahua Apache,32.52,-101.76,32.52,-101.76,x,1425.00,1228.50,1.16,60.00,40.00,0.00,2,1,34.00,95.00,200.00,0.00,0.00,25,A3,NA,NA,NA,NA,NA,NA,NA,NA,1,34,95,200,Basehart 1972:5; Morice 1906b:496; Opler 1937:177-82,NA,NA,NA,NA,1,17.5,NA,21,18.5,"Opler 1937:201, 204",1,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,3,1,1,1,1,1,2,2,3
B243,Kiowa,36.90,-99.10,36.90,-99.10,n,392.00,280.00,1.40,20.00,80.00,0.00,1,1,35.00,313.00,620.00,0.00,0.00,8,D,NA,NA,NA,NA,NA,NA,NA,NA,1,35,313,620,Bamforth 1988:106-9,NA,NA,NA,NA,1,57,NA,16,14,Miskin 1940:55; Newcomb 1961:201,1,1,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,3,1,1,3,1,1,2,2,1
